,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.49915017627966934,0.5005625923194043],[0.9999705478629174,1.0000404157807288]
minic2d Poly. model,[0.49690926551247133,0.5021127246478349],[-0.0011547099611561862,0.0016621457712062693]
