,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.0014072204491165123,0.0032479199168510085],[1.2563178197191833,1.294304780180823]
minic2d Poly. model,[7.247396376668318e-11,1.6623042864462251e-09],[6.266613782316881,7.211112739008968]
