,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[887.2228118061961, 1003.7055155893618],[11826.12333020738, 13068.53710901713]
minic2d Poly. Model,[888.5823623065096, 1005.6074939968445],[12703.987607858444, 14038.965420164332]
