,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[5474.0095179031005, 6238.662554689152],[31207.132796190406, 32909.861696981665]
d4 Poly. Model,[5473.2368787538635, 6238.824903801666],[30976.073580110584, 34045.48815774727]
