,27,28,29,30,31,32,33,34,35,36,37,38,39,40
# of instances,39.0,84.0,198.0,284.0,386.0,423.0,528.0,536.0,592.0,598.0,574.0,417.0,247.0,92.0
mean,3.3920512820512836,4.075238095238098,4.8030303030303045,6.879049295774652,8.630854922279786,11.414349881796687,14.695454545454547,19.200167910447743,25.01562499999998,34.689013377926415,41.33168989547028,51.898321342925705,60.81927125506075,66.2178260869565
Q(0.1),[0.7997851235293916, 0.7997851235293916],[0.6903371456222573, 0.6903371456222573],[1.0597256051256645, 1.0597256051256645],[1.5403352439101845, 1.5403352439101845],[2.040610388337756, 2.040610388337756],[2.540057895461924, 2.540057895461924],[2.709708828214888, 2.709708828214888],[4.850564576666301, 4.850564576666301],[7.030118796210466, 7.030118796210466],[9.719477911888383, 9.719477911888383],[11.51033637886544, 11.51033637886544],[18.010672226936748, 18.010672226936748],[20.660678399300178, 20.660678399300178],[26.610111114258885, 26.610111114258885]
Q(0.25),[1.3507422754622607, 1.3507422754622607],[1.3197546534815074, 1.3197546534815074],[1.650310479219219, 1.650310479219219],[2.7101372486964315, 2.7101372486964315],[3.5501383927375176, 3.5501383927375176],[4.949407930791809, 4.949407930791809],[5.479870726107577, 5.479870726107577],[8.509916661022913, 8.509916661022913],[11.279880523467405, 11.279880523467405],[16.17014208728359, 16.17014208728359],[17.910467219980067, 17.910467219980067],[27.190000175811566, 27.190000175811566],[33.520838577887694, 33.520838577887694],[43.286707915246815, 43.286707915246815]
median,[2.7800001570768127, 2.7800001570768127],[3.0500001221170967, 3.0500001221170967],[3.3399316293721455, 3.3399316293721455],[5.0098148327011325, 5.0098148327011325],[6.909751007781276, 6.909751007781276],[8.33018709902151, 8.33018709902151],[10.269582092713447, 10.269582092713447],[14.529591968843402, 14.529591968843402],[19.62956368593799, 19.62956368593799],[27.889650976752414, 27.889650976752414],[33.03999978540009, 33.03999978540009],[42.41000113256208, 42.41000113256208],[48.97000002571297, 48.97000002571297],[59.49083945081883, 59.49083945081883]
Q(0.75),[4.5494063395574615, 4.5494063395574615],[5.130801093880229, 5.130801093880229],[6.169866225101777, 6.169866225101777],[8.219866252286387, 8.219866252286387],[11.019865803404702, 11.019865803404702],[14.24075065532068, 14.24075065532068],[19.09977775085547, 19.09977775085547],[24.510122727568753, 24.510122727568753],[31.770177780068575, 31.770177780068575],[44.179864633512906, 44.179864633512906],[56.51986660097153, 56.51986660097153],[67.77999928279874, 67.77999928279874],[79.86938069741447, 79.86938069741447],[90.37465376759647, 90.37465376759647]
Q(0.9),[6.031408263314415, 6.031408263314415],[8.079666658242813, 8.079666658242813],[11.008487608018473, 11.008487608018473],[16.07966651072337, 16.07966651072337],[17.329442914942845, 17.329442914942845],[23.569777665749612, 23.569777665749612],[29.178366339508905, 29.178366339508905],[40.549437516062376, 40.549437516062376],[47.879888608914214, 47.879888608914214],[68.09847859228456, 68.09847859228456],[81.09966648690485, 81.09966648690485],[100.38933300905386, 100.38933300905386],[115.88933181476146, 115.88933181476146],[110.27988884768723, 110.27988884768723]
