,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.0011825605320538058,0.006661826706439279],[1.2480481453402987,1.3180791033990498]
d4 Poly. model,[1.1382772283745646e-12,5.154148098564036e-10],[6.779443137979342,8.552490145825686]
