,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.0003192471441532673,0.006185962688754519],[1.1908989746868452,1.3014285140278918]
d4 Poly. model,[1.369731363320053e-13,3.5226106193258713e-09],[5.766129433644892,8.66351008139145]
