,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[1773.4845697967899, 2008.0931107161966],[13174.166892312205, 14470.37436228374]
d4 Poly. Model,[1773.3301717119173, 2008.203877436719],[13287.205186913947, 14931.614229810022]
