,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[50.79763676679113, 68.91268971429854],[2130.4081012889906, 2201.9793706123323]
c2d Poly. Model,[51.68447289948343, 69.76637364690406],[2308.811688490843, 2366.123544730198]
