,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.12006468530616898,0.13758623547472754],[1.109362632409928,1.122611423365482]
c2d Poly. model,[0.02093711033194194,0.029313429833551313],[1.128617945158652,1.2605306913327468]
