,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[327.2762026083159, 369.135256567971],[3238.6366607896525, 3465.506438444274]
minic2d Poly. Model,[327.4092930760676, 369.48888460217927],[3328.902923955049, 3549.953349861168]
