,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.01594583543310569,0.04161588803186577],[1.0971253390077933,1.1293304212094342]
minic2d Poly. model,[9.609950161789163e-07,2.439915033592918e-05],[3.0003593595359916,3.925848017394589]
