,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
# of instances,21.0,60.0,127.0,251.0,338.0,458.0,494.0,527.0,572.0,603.0,572.0,546.0,356.0,138.0,25.0
mean,0.7366666666666665,0.7458333333333337,0.7843307086614174,0.9251394422310764,1.0067455621301777,1.1784279475982529,1.3742914979757073,1.6832637571157483,2.2718881118881114,2.7842951907130993,3.2910489510489516,4.153479853479851,5.581657303370784,5.973478260869565,8.101599999999996
Q(0.1),[0.5200027324121326, 0.5200027324121326],[0.4998952727354453, 0.4998952727354453],[0.5404901537871029, 0.5404901537871029],[0.5499297453271698, 0.5499297453271698],[0.5801969578069438, 0.5801969578069438],[0.6105960796183739, 0.6105960796183739],[0.6703378577173033, 0.6703378577173033],[0.7503700664045313, 0.7503700664045313],[0.8807122934562326, 0.8807122934562326],[0.9806285708396288, 0.9806285708396288],[1.1100099625421742, 1.1100099625421742],[1.340056350152485, 1.340056350152485],[1.670599047262682, 1.670599047262682],[1.789423056156799, 1.789423056156799],[2.540444463121675, 2.540444463121675]
Q(0.25),[0.5500025073618611, 0.5500025073618611],[0.5501369254033016, 0.5501369254033016],[0.6101805798276653, 0.6101805798276653],[0.6401173816136353, 0.6401173816136353],[0.6699873277509174, 0.6699873277509174],[0.7498352509967406, 0.7498352509967406],[0.8301460643330474, 0.8301460643330474],[0.9500575172751689, 0.9500575172751689],[1.1602705263173372, 1.1602705263173372],[1.3502356607368584, 1.3502356607368584],[1.6298949219229808, 1.6298949219229808],[2.0208496052771254, 2.0208496052771254],[2.4698733312649903, 2.4698733312649903],[2.8501345432147698, 2.8501345432147698],[4.170000007320238, 4.170000007320238]
median,[0.6200079696308997, 0.6200079696308997],[0.6498084330565722, 0.6498084330565722],[0.7395767946960363, 0.7395767946960363],[0.8098688374092934, 0.8098688374092934],[0.8596087514493296, 0.8596087514493296],[0.959939141460682, 0.959939141460682],[1.1303312936961492, 1.1303312936961492],[1.3197492677344433, 1.3197492677344433],[1.7698058574328808, 1.7698058574328808],[2.0499566020796225, 2.0499566020796225],[2.539952789554902, 2.539952789554902],[3.069827561661854, 3.069827561661854],[3.869795585335402, 3.869795585335402],[4.908575053501937, 4.908575053501937],[5.41986428817362, 5.41986428817362]
Q(0.75),[0.829799328493774, 0.829799328493774],[0.8100879161304273, 0.8100879161304273],[0.8798989302144069, 0.8798989302144069],[1.0499243086596854, 1.0499243086596854],[1.1800174440536788, 1.1800174440536788],[1.349791217752045, 1.349791217752045],[1.680373687348553, 1.680373687348553],[1.9901993666489137, 1.9901993666489137],[2.7101048094386733, 2.7101048094386733],[3.2602788988585165, 3.2602788988585165],[4.060058632609411, 4.060058632609411],[5.0098581463535865, 5.0098581463535865],[7.000156744965664, 7.000156744965664],[7.639864848217457, 7.639864848217457],[8.279999999531764, 8.279999999531764]
Q(0.9),[1.1299999083579177, 1.1299999083579177],[1.1100841236039007, 1.1100841236039007],[1.1097176083147178, 1.1097176083147178],[1.5199641302677043, 1.5199641302677043],[1.6005210762947368, 1.6005210762947368],[2.049652148768108, 2.049652148768108],[2.419638678311541, 2.419638678311541],[2.989135481935278, 2.989135481935278],[4.199881683007822, 4.199881683007822],[5.3893875324977465, 5.3893875324977465],[6.159881722592945, 6.159881722592945],[8.319429007772166, 8.319429007772166],[11.069443771993123, 11.069443771993123],[11.178549561669165, 11.178549561669165],[21.539555531289896, 21.539555531289896]
