,Exp parameter a,Exp parameter b,Poly parameter a,Poly parameter b
420,0.03007464703311017,1.1074377820907593,6.542001279600734e-06,3.376541781755016
421,0.02616118364647886,1.1124527021640798,5.844891673531122e-06,3.4114216236412744
422,0.024594711982449273,1.114121317819128,4.9875506574648495e-06,3.4534326609261825
423,0.03449686227567066,1.1028156601025498,1.340102721701707e-05,3.1722562268924435
424,0.024585906303851577,1.1151547052478998,3.5918980968619045e-06,3.5555447150370494
425,0.03182702033842465,1.1056508160990217,9.771282687006079e-06,3.2637227220272678
426,0.01567673411782114,1.1300051205107602,7.991775085217486e-07,3.9814092120836904
427,0.04215926938247171,1.096803197541888,1.9414266535164268e-05,3.070613252384554
428,0.026390432819689964,1.1125004526520414,4.0904522312088395e-06,3.5154752838005834
429,0.03654219177135239,1.1012416045138151,1.585847730342832e-05,3.12537653891593
430,0.02096751706493725,1.120084879170558,2.6592853978427054e-06,3.6384063149363897
431,0.02987411499972921,1.1081228814370196,7.636110168997876e-06,3.3355702961949305
432,0.031169731063290303,1.1066058010021864,9.366218770589155e-06,3.2776348367119397
433,0.02635212234126189,1.1124966351441745,7.087703855231281e-06,3.3568426848476633
434,0.028207991230683807,1.109661607284844,6.463900100195141e-06,3.3799814722882786
435,0.028287635216712934,1.1095633040680963,6.4716885106778545e-06,3.3796309835124134
436,0.031990696088083345,1.1052213180845776,9.772727405053908e-06,3.2597888800860346
437,0.027484138786674377,1.1108838821332552,5.0685474479718345e-06,3.453588572194974
438,0.020671377432565703,1.1208488421636746,2.3158971986640123e-06,3.6796072372812887
439,0.02294790865389871,1.1167484250416275,3.677894785952771e-06,3.542737489617025
440,0.02212838130315104,1.1180742074563825,2.030543364050384e-06,3.7134015839717494
441,0.034090578275415305,1.1038227886016088,1.4282123877797361e-05,3.1580025609096083
442,0.03403648663283811,1.1038768699371908,1.4303238983149574e-05,3.1575943651985767
443,0.03835299039365649,1.100009732919607,1.5206746690156686e-05,3.1402311484604297
444,0.03253277559442299,1.105535914947189,1.1581212122799399e-05,3.2187389281111223
445,0.03192732264080514,1.1055504572544255,8.11973581415468e-06,3.315785287662612
446,0.025264614345640743,1.1135973209728816,4.32014335319501e-06,3.497157097773453
447,0.02687077732869315,1.1109988927610805,6.513165001442122e-06,3.375197887137304
448,0.02566940302051474,1.1130460690314115,6.468279456960157e-06,3.379844276520842
449,0.031122482869388894,1.10678239423564,7.643876820017e-06,3.335247860755942
450,0.018365071432964997,1.1246218729405681,1.5411547359345043e-06,3.793585051514995
451,0.0248251126491864,1.1144125721630405,3.6359580837789324e-06,3.5495486482573284
452,0.028111014636182624,1.109436406948043,6.718945477931432e-06,3.3660674111811204
453,0.026465537617788804,1.112403138392821,4.137526552716325e-06,3.5121979042355065
454,0.035073210362047004,1.1021979796925938,1.477671284097727e-05,3.1412276180014373
455,0.021107948741656207,1.1195831874648734,1.9927510019785008e-06,3.7187002278544927
456,0.028701898355779003,1.109215763938371,7.5737166658019875e-06,3.3355873556279505
457,0.023214404705959635,1.1168348848787688,2.3024255904621366e-06,3.680627233998912
458,0.02435153998913417,1.1153126111009588,3.485460042395415e-06,3.5636696794951774
459,0.029474187429071933,1.1086661968819036,5.148242677419425e-06,3.449158829177236
460,0.03500385950614265,1.1029659292926388,1.4968744958011846e-05,3.144686687545857
461,0.025399819963643357,1.113419231970553,4.432766200356963e-06,3.489815122026471
462,0.028269468349153094,1.1095828408552542,6.4350511789503965e-06,3.3812449453930356
463,0.025153782338764214,1.1142739008517288,3.7120850121356314e-06,3.5458113484258718
464,0.02431932198669256,1.1141772170339632,3.860499440104387e-06,3.5249033495575084
465,0.020063170811812147,1.1220756788568562,1.3849890522942927e-06,3.828604416077667
466,0.02180905906484513,1.1184213683745803,2.6448965996841383e-06,3.6365042920069612
467,0.02225042828673868,1.1178933703668854,2.9327005925146965e-06,3.609812114082686
468,0.022557431429014785,1.1179765427493737,3.0838743482000873e-06,3.5984351096641802
