,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[3243.944476463397, 3673.0305045643854],[38539.69542417177, 60671.97712263106]
d4 Poly. Model,[3248.929102964104, 3675.7729537897503],[38796.81748930257, 42944.07338547659]
