,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.0015384659693569753,0.006916471331376654],[1.4052689483561371,1.5106259775896254]
d4 Poly. model,[6.691151815248166e-11,6.478703574699361e-09],[6.905954418754163,8.412114564157037]
