,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[1.7337776035057948e-05,3.8357977566097846e-05],[1.6735102518458596,1.7370109055115979]
dpmc Poly. model,[4.471645102144771e-16,7.775720970574624e-15],[10.890886687039256,11.820229316155064]
