,18,19,20,21,22,23,24,25,26,27,28,29
# of instances,107.0,199.0,274.0,396.0,432.0,464.0,511.0,566.0,576.0,581.0,479.0,284.0
mean,0.4004672897196264,0.7016582914572869,1.2335401459854012,2.1349242424242436,3.721550925925929,5.87303879310345,10.35311154598826,17.760088339222605,29.288541666666678,50.888261617900156,80.72958246346559,127.93309859154924
Q(0.1),[0.21014986001177308, 0.21014986001177308],[0.30987753269225055, 0.30987753269225055],[0.590682314746441, 0.590682314746441],[1.000693325393233, 1.000693325393233],[1.7700042620805776, 1.7700042620805776],[2.970409466683115, 2.970409466683115],[5.070013901109566, 5.070013901109566],[8.240861301277985, 8.240861301277985],[14.110564310836917, 14.110564310836917],[23.590002344295048, 23.590002344295048],[39.62969053970714, 39.62969053970714],[67.09033335056482, 67.09033335056482]
Q(0.25),[0.2798016669881302, 0.2798016669881302],[0.4398337341213384, 0.4398337341213384],[0.7799484546289646, 0.7799484546289646],[1.4298876332556238, 1.4298876332556238],[2.5002224499313566, 2.5002224499313566],[4.000045093790524, 4.000045093790524],[6.7497590724916385, 6.7497590724916385],[11.54014970784178, 11.54014970784178],[19.339868580321426, 19.339868580321426],[33.830000373143804, 33.830000373143804],[52.67063489952718, 52.67063489952718],[86.48965593769948, 86.48965593769948]
median,[0.3896391483785104, 0.3896391483785104],[0.6201162387446055, 0.6201162387446055],[1.0999553691806137, 1.0999553691806137],[1.8700058058136169, 1.8700058058136169],[3.400005644584524, 3.400005644584524],[5.489831782713847, 5.489831782713847],[9.520218096913053, 9.520218096913053],[16.049801537609408, 16.049801537609408],[26.550000427679986, 26.550000427679986],[46.03000194214505, 46.03000194214505],[71.84000077776477, 71.84000077776477],[115.84485484429656, 115.84485484429656]
Q(0.75),[0.500232751552597, 0.500232751552597],[0.8802217658096535, 0.8802217658096535],[1.5500346620683454, 1.5500346620683454],[2.7301120367341136, 2.7301120367341136],[4.690126258652084, 4.690126258652084],[7.130103475167191, 7.130103475167191],[12.960474689672065, 12.960474689672065],[21.35986586645082, 21.35986586645082],[35.93011198105508, 35.93011198105508],[62.70999958309599, 62.70999958309599],[100.59612705203348, 100.59612705203348],[153.01038572040372, 153.01038572040372]
Q(0.9),[0.6104905552169262, 0.6104905552169262],[1.1801340970498764, 1.1801340970498764],[2.0095904692791207, 2.0095904692791207],[3.4994193362383057, 3.4994193362383057],[5.969850822986728, 5.969850822986728],[9.29964911398776, 9.29964911398776],[16.999992354902044, 16.999992354902044],[28.729444147158873, 28.729444147158873],[47.99944393881157, 47.99944393881157],[78.44999930255563, 78.44999930255563],[131.98160768936032, 131.98160768936032],[214.23966666311847, 214.23966666311847]
