,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[952.0811636932247, 1045.5141591345787],[39496.27161559131, 47923.21230344479]
dpmc Poly. Model,[951.2023701317511, 1045.2615235062715],[39368.03917499357, 46197.135671401564]
