,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[7.511303143949053e-05,0.0017384475642691958],[1.173726088473421,1.28417772355799]
d4 Poly. model,[1.0224873829741505e-14,1.2864333524149779e-09],[5.5665644067805715,8.878095237663842]
