,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[517.9780237425823, 625.169472329137],[3304.897924852752, 3441.147460278971]
d4 Poly. Model,[518.014537272766, 625.2593472409499],[3403.210478916924, 3558.855159246233]
