,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[124.26388144272678, 148.40548191237463],[850.8274040454841, 885.8813566531788]
minic2d Poly. Model,[124.28927531836607, 148.4824781364061],[815.8870335034289, 849.7026024039367]
