,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.09100537061810826,0.14766555742305648],[1.0406606929326796,1.0554407637231884]
minic2d Poly. model,[0.0007583293081681949,0.004531643539614871],[1.3711002138802542,1.8786981354401178]
