,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[46.65427863359412, 68.6457946043858],[2152.550541206918, 2245.1264058505003]
minic2d Poly. Model,[47.178669923133576, 69.35703917849267],[2255.117221926472, 2335.537838087104]
