,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.08447028155466188,0.1077573145943541],[1.0913807251602614,1.1075479813509994]
minic2d Poly. model,[0.005456681114534304,0.009280001157974187],[1.3863099351398773,1.581512725472976]
