,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[140.73145673056717, 164.44874678006155],[843.8672909149362, 944.9068942139072]
cachet Poly. Model,[140.75511445742316, 164.46820178203618],[860.1069701555552, 976.9994386457238]
