,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.00013712652800211214,0.0023535703801541006],[1.145144738637655,1.245810995345296]
cachet Poly. model,[2.3255156213511374e-12,2.7741050742938652e-08],[4.5258434601933,7.186196399064102]
