,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[7.241415864475448e-05,0.0009190353683325696],[1.2850213161320019,1.3794835282744635]
dpmc Poly. model,[1.982749133822231e-17,1.6215516342914887e-13],[8.785985633236123,11.306150093299266]
