,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[4979.697104387955, 6279.335131019392],[46486.21704617803, 48390.17783809238]
dpmc Poly. Model,[4979.335384104076, 6279.038094297191],[44462.47283294131, 46787.880175771534]
