,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[1.4457376948985782e-06,0.0003857482702831729],[1.2432302249918197,1.4254766820669293]
dpmc Poly. model,[2.2501296339920185e-23,2.3696024218214245e-14],[8.752812855283992,14.33371200446345]
