,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[2371.821912588018, 2899.2603203791696],[25206.29466026412, 26927.326500055322]
dpmc Poly. Model,[2373.072855975968, 2900.1363802103338],[23994.626623284646, 25265.224126294772]
