prop_equal,clause_factor,repetitiveness,sat,algorithm,treewidth,num_variables,prop_deterministic,answer,instance,time,literal_factor
0.98,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.98-72,26.93,3
0.22,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.22-95,500.53,3
0.02,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.02-48,175.81,3
0.53,2.2,0,,dpmc,37,70,0,1.43873e-11,70-2.2-3-0-0-0.53-72,495.4,3
0.89,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.89-94,203.09,3
0.92,2.2,0,,cachet,37,70,0,1.06468e-09,70-2.2-3-0-0-0.92-13,11.16,3
0.52,2.2,0,,cachet,36,70,0,1.04859e-10,70-2.2-3-0-0-0.52-93,9.13,3
0.46,2.2,0,,dpmc,36,70,0,3.51763e-10,70-2.2-3-0-0-0.46-77,240.08,3
0.97,2.2,0,,d4,34,70,0,2.145116e-10,70-2.2-3-0-0-0.97-43,142.3,3
0.2,2.2,0,,cachet,37,70,0,7.17863e-12,70-2.2-3-0-0-0.2-27,18.0,3
0.79,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.79-100,22.97,3
0.12,2.2,0,,cachet,37,70,0,6.64367e-12,70-2.2-3-0-0-0.12-44,6.87,3
0.94,2.2,0,,c2d,31,70,0,4.998457e-11,70-2.2-3-0-0-0.94-73,16.22,3
0.42,2.2,0,,c2d,35,70,0,2.71673e-11,70-2.2-3-0-0-0.42-14,33.31,3
0.51,2.2,0,,c2d,39,70,0,,70-2.2-3-0-0-0.51-66,118.82,3
0.51,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.51-61,282.86,3
0.96,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.96-79,295.52,3
0.01,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.01-5,201.92000000000002,3
1.0,2.2,0,1,dpmc,36,70,0,1.79025e-10,70-2.2-3-0-0-1.0-46,38.24,3
0.44,2.2,0,,cachet,35,70,0,1.41697e-10,70-2.2-3-0-0-0.44-36,7.73,3
0.61,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.61-75,233.42000000000002,3
0.75,2.2,0,,c2d,35,70,0,3.685649e-11,70-2.2-3-0-0-0.75-83,20.51,3
0.81,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.81-59,318.96,3
0.76,2.2,0,,d4,34,70,0,1.579765e-10,70-2.2-3-0-0-0.76-23,155.99,3
0.29,2.2,0,,c2d,37,70,0,3.293181e-12,70-2.2-3-0-0-0.29-63,74.24,3
0.67,2.2,0,,d4,36,70,0,2.986801e-10,70-2.2-3-0-0-0.67-50,69.16,3
0.06,2.2,0,,dpmc,36,70,0,7.13026e-10,70-2.2-3-0-0-0.06-100,344.31,3
0.99,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.99-33,87.1,3
0.52,2.2,0,,d4,35,70,0,3.460191e-11,70-2.2-3-0-0-0.52-97,173.27,3
0.41,2.2,0,,cachet,34,70,0,2.44929e-11,70-2.2-3-0-0-0.41-2,5.8,3
0.49,2.2,0,,c2d,36,70,0,3.343751e-11,70-2.2-3-0-0-0.49-42,76.92,3
0.89,2.2,0,,dpmc,35,70,0,1.19335e-09,70-2.2-3-0-0-0.89-54,130.35,3
0.21,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.21-16,246.62,3
0.16,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.16-75,188.26,3
0.41,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.41-46,500.58,3
0.8,2.2,0,,c2d,35,70,0,5.281531e-09,70-2.2-3-0-0-0.8-76,44.39,3
0.6,2.2,0,,dpmc,37,70,0,2.45547e-11,70-2.2-3-0-0-0.6-54,127.19,3
0.65,2.2,0,,cachet,36,70,0,5.32556e-10,70-2.2-3-0-0-0.65-89,4.87,3
0.12,2.2,0,,cachet,34,70,0,4.03728e-10,70-2.2-3-0-0-0.12-29,12.24,3
0.41,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.41-30,500.78,3
0.16,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.16-25,274.8,3
0.53,2.2,0,,c2d,37,70,0,8.6573e-12,70-2.2-3-0-0-0.53-11,32.91,3
0.42,2.2,0,,cachet,34,70,0,4.91535e-11,70-2.2-3-0-0-0.42-48,5.67,3
0.74,2.2,0,,cachet,36,70,0,2.87818e-09,70-2.2-3-0-0-0.74-33,27.23,3
0.77,2.2,0,,c2d,33,70,0,8.416925e-10,70-2.2-3-0-0-0.77-45,84.41,3
0.97,2.2,0,,c2d,35,70,0,2.010806e-10,70-2.2-3-0-0-0.97-86,51.14,3
0.38,2.2,0,,d4,34,70,0,1.265601e-11,70-2.2-3-0-0-0.38-12,111.07,3
0.92,2.2,0,,minic2d,33,70,0,0.0,70-2.2-3-0-0-0.92-50,31.21,3
1.0,2.2,0,1,minic2d,33,70,0,0.0,70-2.2-3-0-0-1.0-92,3.77,3
0.53,2.2,0,,d4,38,70,0,8.449593e-11,70-2.2-3-0-0-0.53-90,56.67,3
0.4,2.2,0,,dpmc,37,70,0,6.5339e-12,70-2.2-3-0-0-0.4-48,365.93,3
0.11,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.11-89,346.14,3
0.97,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.97-70,400.15,3
0.27,2.2,0,,dpmc,35,70,0,4.22768e-12,70-2.2-3-0-0-0.27-45,151.44,3
0.1,2.2,0,,cachet,34,70,0,3.83104e-11,70-2.2-3-0-0-0.1-32,11.36,3
0.52,2.2,0,,dpmc,37,70,0,4.4182e-11,70-2.2-3-0-0-0.52-32,240.21,3
0.48,2.2,0,,c2d,36,70,0,3.177009e-11,70-2.2-3-0-0-0.48-5,129.2,3
0.57,2.2,0,,d4,36,70,0,1.147601e-10,70-2.2-3-0-0-0.57-43,64.22,3
0.95,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.95-71,394.90999999999997,3
0.96,2.2,0,,c2d,34,70,0,7.934136e-10,70-2.2-3-0-0-0.96-33,47.55,3
0.33,2.2,0,,c2d,36,70,0,1.916254e-10,70-2.2-3-0-0-0.33-42,71.69,3
0.12,2.2,0,,c2d,35,70,0,1.824422e-10,70-2.2-3-0-0-0.12-86,53.27,3
0.5,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.5-83,15.7,3
0.84,2.2,0,,c2d,34,70,0,4.471479e-10,70-2.2-3-0-0-0.84-63,24.61,3
0.47,2.2,0,,cachet,36,70,0,1.18332e-09,70-2.2-3-0-0-0.47-36,8.43,3
0.73,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.73-31,230.98,3
0.1,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.1-69,23.95,3
0.05,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.05-43,21.04,3
0.24,2.2,0,,c2d,35,70,0,7.203886e-10,70-2.2-3-0-0-0.24-12,98.62,3
0.05,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.05-73,9.94,3
0.17,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.17-8,46.41,3
0.81,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.81-78,14.42,3
0.41,2.2,0,,dpmc,39,70,0,,70-2.2-3-0-0-0.41-83,500.43,3
0.04,2.2,0,,c2d,35,70,0,4.610517e-12,70-2.2-3-0-0-0.04-21,49.39,3
0.42,2.2,0,,c2d,36,70,0,3.871709e-12,70-2.2-3-0-0-0.42-25,62.44,3
0.86,2.2,0,,cachet,38,70,0,2.02478e-11,70-2.2-3-0-0-0.86-91,8.38,3
0.91,2.2,0,,cachet,34,70,0,8.60256e-10,70-2.2-3-0-0-0.91-92,3.37,3
0.46,2.2,0,,minic2d,33,70,0,0.0,70-2.2-3-0-0-0.46-90,14.94,3
0.7,2.2,0,,d4,36,70,0,2.831849e-10,70-2.2-3-0-0-0.7-94,123.01,3
0.58,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.58-65,9.7,3
0.71,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.71-93,18.03,3
0.27,2.2,0,,dpmc,36,70,0,2.88669e-11,70-2.2-3-0-0-0.27-13,383.53,3
0.32,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.32-9,22.81,3
0.73,2.2,0,,d4,34,70,0,2.790497e-09,70-2.2-3-0-0-0.73-42,54.08,3
0.85,2.2,0,,dpmc,34,70,0,2.27289e-10,70-2.2-3-0-0-0.85-49,82.42,3
0.79,2.2,0,,cachet,35,70,0,2.09223e-10,70-2.2-3-0-0-0.79-47,2.67,3
0.72,2.2,0,,dpmc,35,70,0,1.01622e-10,70-2.2-3-0-0-0.72-38,79.21000000000001,3
0.63,2.2,0,,cachet,38,70,0,2.86212e-09,70-2.2-3-0-0-0.63-89,8.84,3
0.36,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.36-72,377.51,3
0.14,2.2,0,,cachet,38,70,0,7.86314e-11,70-2.2-3-0-0-0.14-93,13.51,3
0.01,2.2,0,,c2d,35,70,0,5.022507e-16,70-2.2-3-0-0-0.01-2,16.31,3
0.89,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.89-61,434.7,3
0.41,2.2,0,,dpmc,36,70,0,3.79956e-11,70-2.2-3-0-0-0.41-63,140.92000000000002,3
0.9,2.2,0,,cachet,36,70,0,2.37012e-09,70-2.2-3-0-0-0.9-70,7.05,3
0.09,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.09-74,9.67,3
0.46,2.2,0,,d4,35,70,0,1.289592e-11,70-2.2-3-0-0-0.46-92,115.03999999999999,3
0.7,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.7-28,9.89,3
0.11,2.2,0,,cachet,35,70,0,1.64161e-11,70-2.2-3-0-0-0.11-40,3.18,3
0.74,2.2,0,,d4,35,70,0,7.300065e-11,70-2.2-3-0-0-0.74-88,78.48,3
0.87,2.2,0,,dpmc,35,70,0,3.36785e-09,70-2.2-3-0-0-0.87-41,413.36,3
0.91,2.2,0,,cachet,36,70,0,6.89168e-10,70-2.2-3-0-0-0.91-51,6.54,3
0.48,2.2,0,,c2d,35,70,0,3.416722e-10,70-2.2-3-0-0-0.48-26,49.67,3
0.84,2.2,0,,d4,35,70,0,4.009624e-10,70-2.2-3-0-0-0.84-67,121.06,3
0.51,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.51-30,250.13,3
0.18,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.18-92,20.85,3
0.81,2.2,0,,d4,35,70,0,2.552568e-10,70-2.2-3-0-0-0.81-78,72.31,3
0.95,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.95-49,429.27,3
0.18,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.18-53,500.91,3
0.86,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.86-43,43.73,3
0.04,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.04-79,501.22,3
0.45,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.45-78,23.27,3
0.03,2.2,0,,d4,37,70,0,1.734539e-09,70-2.2-3-0-0-0.03-43,43.6,3
0.11,2.2,0,,cachet,37,70,0,2.57648e-12,70-2.2-3-0-0-0.11-32,8.88,3
0.96,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.96-70,187.51,3
0.75,2.2,0,,c2d,36,70,0,1.385479e-10,70-2.2-3-0-0-0.75-51,60.2,3
0.53,2.2,0,,cachet,37,70,0,6.41203e-10,70-2.2-3-0-0-0.53-82,13.68,3
0.12,2.2,0,,c2d,35,70,0,4.059626e-11,70-2.2-3-0-0-0.12-35,55.21,3
0.7,2.2,0,,d4,35,70,0,3.02823e-10,70-2.2-3-0-0-0.7-9,106.72,3
0.09,2.2,0,,c2d,33,70,0,2.359831e-09,70-2.2-3-0-0-0.09-32,27.38,3
0.08,2.2,0,,c2d,38,70,0,8.24881e-12,70-2.2-3-0-0-0.08-100,85.23,3
0.5,2.2,0,,dpmc,38,70,0,2.86989e-10,70-2.2-3-0-0-0.5-31,265.83,3
0.12,2.2,0,,cachet,35,70,0,2.46413e-11,70-2.2-3-0-0-0.12-45,5.15,3
0.7,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.7-52,500.76,3
0.57,2.2,0,,c2d,38,70,0,1.737955e-11,70-2.2-3-0-0-0.57-2,84.82,3
0.34,2.2,0,,d4,36,70,0,1.050741e-11,70-2.2-3-0-0-0.34-60,58.69,3
0.76,2.2,0,,c2d,35,70,0,6.293157e-09,70-2.2-3-0-0-0.76-64,55.27,3
0.79,2.2,0,,dpmc,35,70,0,1.21156e-09,70-2.2-3-0-0-0.79-75,200.99,3
0.71,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.71-37,328.04,3
0.84,2.2,0,,cachet,34,70,0,1.03445e-09,70-2.2-3-0-0-0.84-48,7.84,3
0.93,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.93-68,214.39,3
0.96,2.2,0,,cachet,37,70,0,8.0091e-10,70-2.2-3-0-0-0.96-70,10.95,3
0.06,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.06-28,50.62,3
0.98,2.2,0,,dpmc,36,70,0,1.081e-09,70-2.2-3-0-0-0.98-14,231.16,3
0.56,2.2,0,,cachet,35,70,0,1.28212e-10,70-2.2-3-0-0-0.56-59,6.97,3
0.52,2.2,0,,cachet,36,70,0,4.77836e-10,70-2.2-3-0-0-0.52-57,11.02,3
0.11,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.11-92,500.45,3
0.98,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.98-36,500.56,3
0.43,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.43-51,19.95,3
0.31,2.2,0,,cachet,37,70,0,1.83896e-12,70-2.2-3-0-0-0.31-50,11.1,3
0.37,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.37-34,12.87,3
0.0,2.2,0,,cachet,36,70,0,1.20023e-12,70-2.2-3-0-0-0.0-87,11.76,3
0.46,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.46-23,357.17,3
0.44,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.44-87,36.43,3
0.59,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.59-5,407.8,3
0.8,2.2,0,,d4,35,70,0,2.601401e-09,70-2.2-3-0-0-0.8-88,79.76,3
0.29,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.29-26,279.27,3
0.52,2.2,0,,c2d,35,70,0,1.980283e-10,70-2.2-3-0-0-0.52-88,33.9,3
0.85,2.2,0,,c2d,34,70,0,3.764422e-09,70-2.2-3-0-0-0.85-63,63.38,3
0.17,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.17-40,317.91,3
0.45,2.2,0,,d4,35,70,0,3.909132e-10,70-2.2-3-0-0-0.45-68,80.92,3
0.28,2.2,0,,c2d,36,70,0,7.669916e-11,70-2.2-3-0-0-0.28-32,78.8,3
0.65,2.2,0,,cachet,36,70,0,3.4309e-09,70-2.2-3-0-0-0.65-7,9.48,3
0.37,2.2,0,,cachet,36,70,0,9.40883e-11,70-2.2-3-0-0-0.37-53,8.76,3
0.94,2.2,0,,d4,34,70,0,1.722575e-10,70-2.2-3-0-0-0.94-37,63.87,3
0.47,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.47-38,237.67000000000002,3
0.77,2.2,0,,d4,36,70,0,4.759866e-10,70-2.2-3-0-0-0.77-38,42.12,3
0.58,2.2,0,,cachet,36,70,0,1.63085e-09,70-2.2-3-0-0-0.58-57,5.39,3
0.84,2.2,0,,dpmc,37,70,0,7.90867e-10,70-2.2-3-0-0-0.84-6,402.74,3
0.28,2.2,0,,c2d,35,70,0,2.705833e-11,70-2.2-3-0-0-0.28-60,63.76,3
0.88,2.2,0,,c2d,36,70,0,7.314802e-10,70-2.2-3-0-0-0.88-34,73.59,3
0.99,2.2,0,,c2d,39,70,0,,70-2.2-3-0-0-0.99-45,373.25,3
0.09,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.09-37,377.52,3
0.25,2.2,0,,dpmc,37,70,0,5.75911e-11,70-2.2-3-0-0-0.25-51,289.0,3
0.18,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.18-34,334.77,3
0.24,2.2,0,,cachet,35,70,0,7.11359e-11,70-2.2-3-0-0-0.24-36,14.11,3
0.85,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.85-28,31.12,3
0.07,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.07-65,10.31,3
0.61,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.61-49,99.02000000000001,3
0.0,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.0-61,67.31,3
0.49,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.49-5,184.17,3
0.21,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.21-12,12.49,3
0.48,2.2,0,,cachet,35,70,0,4.81597e-09,70-2.2-3-0-0-0.48-50,7.75,3
0.65,2.2,0,,cachet,38,70,0,4.87944e-09,70-2.2-3-0-0-0.65-58,8.32,3
0.09,2.2,0,,dpmc,36,70,0,5.06105e-10,70-2.2-3-0-0-0.09-82,213.82999999999998,3
0.8,2.2,0,,d4,35,70,0,1.832295e-09,70-2.2-3-0-0-0.8-73,59.68,3
0.66,2.2,0,,cachet,37,70,0,6.23988e-10,70-2.2-3-0-0-0.66-95,11.72,3
0.7,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.7-79,8.76,3
0.93,2.2,0,,d4,36,70,0,2.103531e-10,70-2.2-3-0-0-0.93-70,107.71000000000001,3
0.1,2.2,0,,d4,35,70,0,7.113157e-10,70-2.2-3-0-0-0.1-98,61.56,3
0.89,2.2,0,,cachet,35,70,0,9.22962e-10,70-2.2-3-0-0-0.89-65,6.42,3
0.15,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.15-7,33.36,3
0.3,2.2,0,,cachet,37,70,0,4.56075e-09,70-2.2-3-0-0-0.3-22,10.19,3
0.85,2.2,0,,c2d,35,70,0,6.935867e-10,70-2.2-3-0-0-0.85-48,73.19,3
0.76,2.2,0,,cachet,35,70,0,2.22123e-10,70-2.2-3-0-0-0.76-93,10.53,3
0.93,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.93-84,227.91,3
0.93,2.2,0,,cachet,34,70,0,7.86967e-10,70-2.2-3-0-0-0.93-3,3.28,3
0.65,2.2,0,,dpmc,36,70,0,1.9113e-11,70-2.2-3-0-0-0.65-10,197.93,3
0.34,2.2,0,,cachet,36,70,0,1.47965e-13,70-2.2-3-0-0-0.34-31,4.9,3
0.11,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.11-5,22.73,3
0.15,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.15-96,36.16,3
0.41,2.2,0,,dpmc,34,70,0,7.594e-09,70-2.2-3-0-0-0.41-54,190.72,3
0.18,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.18-12,28.09,3
0.22,2.2,0,,c2d,35,70,0,1.997101e-10,70-2.2-3-0-0-0.22-68,18.95,3
0.26,2.2,0,,d4,35,70,0,1.09545e-12,70-2.2-3-0-0-0.26-91,95.28999999999999,3
0.26,2.2,0,,cachet,35,70,0,7.73357e-10,70-2.2-3-0-0-0.26-81,5.35,3
0.23,2.2,0,,d4,37,70,0,4.667149e-12,70-2.2-3-0-0-0.23-95,153.22,3
0.77,2.2,0,,d4,37,70,0,3.433933e-11,70-2.2-3-0-0-0.77-13,87.93,3
0.12,2.2,0,,d4,35,70,0,1.808466e-10,70-2.2-3-0-0-0.12-97,87.58,3
0.93,2.2,0,,c2d,35,70,0,5.218432e-11,70-2.2-3-0-0-0.93-22,25.72,3
0.12,2.2,0,,cachet,36,70,0,5.36039e-11,70-2.2-3-0-0-0.12-96,9.98,3
0.73,2.2,0,,cachet,35,70,0,1.92923e-10,70-2.2-3-0-0-0.73-6,2.91,3
0.43,2.2,0,,cachet,39,70,0,8.29893e-11,70-2.2-3-0-0-0.43-28,6.09,3
0.97,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.97-19,19.63,3
0.77,2.2,0,,c2d,37,70,0,8.591324e-10,70-2.2-3-0-0-0.77-19,58.88,3
0.05,2.2,0,,cachet,32,70,0,6.15633e-12,70-2.2-3-0-0-0.05-67,4.13,3
0.85,2.2,0,,dpmc,33,70,0,1.08246e-09,70-2.2-3-0-0-0.85-26,133.58,3
0.66,2.2,0,,c2d,36,70,0,9.369449e-11,70-2.2-3-0-0-0.66-65,119.83,3
0.11,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.11-26,216.63,3
0.66,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.66-14,279.1,3
0.51,2.2,0,,c2d,36,70,0,9.30185e-10,70-2.2-3-0-0-0.51-63,80.22,3
0.15,2.2,0,,c2d,33,70,0,3.529087e-10,70-2.2-3-0-0-0.15-57,15.5,3
0.64,2.2,0,,c2d,34,70,0,5.279735e-10,70-2.2-3-0-0-0.64-96,39.05,3
0.02,2.2,0,,c2d,36,70,0,1.576228e-10,70-2.2-3-0-0-0.02-52,36.17,3
0.73,2.2,0,,cachet,34,70,0,1.09527e-09,70-2.2-3-0-0-0.73-54,3.64,3
0.0,2.2,0,,c2d,35,70,0,1.238233e-12,70-2.2-3-0-0-0.0-31,26.46,3
0.39,2.2,0,,cachet,38,70,0,2.90054e-11,70-2.2-3-0-0-0.39-67,5.48,3
0.8,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.8-34,7.92,3
0.14,2.2,0,,dpmc,35,70,0,4.88362e-11,70-2.2-3-0-0-0.14-56,209.11,3
0.44,2.2,0,,dpmc,36,70,0,1.50889e-11,70-2.2-3-0-0-0.44-72,150.94,3
0.99,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.99-17,19.18,3
0.88,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.88-27,15.33,3
0.54,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.54-70,5.29,3
0.14,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.14-23,317.34,3
0.42,2.2,0,,c2d,35,70,0,3.054416e-10,70-2.2-3-0-0-0.42-59,52.76,3
0.95,2.2,0,,cachet,34,70,0,4.18147e-10,70-2.2-3-0-0-0.95-95,1.42,3
0.6,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.6-76,37.67,3
0.41,2.2,0,,dpmc,34,70,0,4.0451e-11,70-2.2-3-0-0-0.41-10,108.12,3
0.14,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.14-57,371.7,3
0.4,2.2,0,,cachet,36,70,0,2.38758e-12,70-2.2-3-0-0-0.4-61,7.47,3
0.77,2.2,0,,d4,37,70,0,6.582697e-10,70-2.2-3-0-0-0.77-16,126.16,3
0.89,2.2,0,,d4,35,70,0,9.229616e-10,70-2.2-3-0-0-0.89-65,118.66,3
0.22,2.2,0,,dpmc,35,70,0,2.29681e-09,70-2.2-3-0-0-0.22-2,244.32,3
0.71,2.2,0,,d4,36,70,0,2.128446e-10,70-2.2-3-0-0-0.71-31,127.03,3
0.87,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.87-65,39.52,3
0.75,2.2,0,,cachet,37,70,0,1.03744e-09,70-2.2-3-0-0-0.75-33,13.79,3
0.69,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.69-33,500.34,3
0.67,2.2,0,,d4,35,70,0,3.136986e-10,70-2.2-3-0-0-0.67-58,85.75,3
0.95,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.95-10,300.24,3
0.78,2.2,0,,d4,36,70,0,2.282305e-10,70-2.2-3-0-0-0.78-88,113.82,3
0.68,2.2,0,,cachet,36,70,0,1.35007e-10,70-2.2-3-0-0-0.68-15,8.88,3
0.03,2.2,0,,cachet,33,70,0,1.69838e-12,70-2.2-3-0-0-0.03-75,1.81,3
0.14,2.2,0,,d4,36,70,0,1.915179e-12,70-2.2-3-0-0-0.14-51,77.18,3
0.32,2.2,0,,dpmc,35,70,0,7.21251e-12,70-2.2-3-0-0-0.32-84,63.46,3
0.56,2.2,0,,c2d,37,70,0,1.322201e-10,70-2.2-3-0-0-0.56-27,60.72,3
0.62,2.2,0,,cachet,36,70,0,3.15906e-08,70-2.2-3-0-0-0.62-42,6.17,3
0.87,2.2,0,,dpmc,35,70,0,8.18151e-10,70-2.2-3-0-0-0.87-59,98.37,3
0.27,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.27-39,47.13,3
0.61,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.61-31,56.84,3
0.15,2.2,0,,dpmc,37,70,0,6.89533e-11,70-2.2-3-0-0-0.15-36,281.27,3
0.82,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.82-13,328.82,3
0.2,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.2-18,20.89,3
0.06,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.06-56,501.0,3
0.19,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.19-42,29.75,3
0.09,2.2,0,,cachet,37,70,0,2.37559e-12,70-2.2-3-0-0-0.09-68,11.37,3
0.03,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.03-96,22.99,3
0.76,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.76-70,10.89,3
0.68,2.2,0,,d4,37,70,0,1.592811e-09,70-2.2-3-0-0-0.68-80,97.78,3
0.31,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.31-8,366.96,3
0.17,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.17-87,6.64,3
0.29,2.2,0,,c2d,36,70,0,4.176665e-09,70-2.2-3-0-0-0.29-55,99.24000000000001,3
0.17,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.17-82,225.45,3
0.3,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.3-86,10.95,3
0.81,2.2,0,,cachet,37,70,0,5.43931e-11,70-2.2-3-0-0-0.81-33,8.79,3
0.59,2.2,0,,cachet,34,70,0,1.69007e-11,70-2.2-3-0-0-0.59-74,3.82,3
0.83,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.83-73,500.39,3
0.22,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.22-9,11.05,3
0.28,2.2,0,,dpmc,36,70,0,5.14761e-11,70-2.2-3-0-0-0.28-50,121.87,3
0.76,2.2,0,,dpmc,36,70,0,5.76749e-10,70-2.2-3-0-0-0.76-53,357.61,3
0.56,2.2,0,,d4,35,70,0,3.415332e-11,70-2.2-3-0-0-0.56-61,55.19,3
0.72,2.2,0,,dpmc,35,70,0,2.29615e-09,70-2.2-3-0-0-0.72-57,394.49,3
0.1,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.1-48,24.43,3
0.65,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.65-68,26.55,3
