literal_factor,algorithm,clause_factor,prop_equal,treewidth,prop_deterministic,num_variables,answer,instance,time,sat,repetitiveness
3,c2d,2.2,0,37,0.76,70,,70-2.2-3-0-0.76-0-64,264.59,,0
3,cachet,2.2,0,34,0.8,70,0,70-2.2-3-0-0.8-0-64,6.72,,0
3,c2d,2.2,0,36,0.85,70,0.0,70-2.2-3-0-0.85-0-46,52.25,,0
3,c2d,2.2,0,35,0.24,70,5.20552e-12,70-2.2-3-0-0.24-0-59,76.62,,0
3,cachet,2.2,0,37,0.76,70,0,70-2.2-3-0-0.76-0-48,9.52,,0
3,d4,2.2,0,37,0.19,70,7.490623e-27,70-2.2-3-0-0.19-0-50,92.14,,0
3,minic2d,2.2,0,37,0.54,70,0.0,70-2.2-3-0-0.54-0-53,24.47,,0
3,minic2d,2.2,0,36,0.08,70,0.0,70-2.2-3-0-0.08-0-23,11.45,,0
3,cachet,2.2,0,36,0.11,70,9.212e-12,70-2.2-3-0-0.11-0-7,12.68,,0
3,d4,2.2,0,36,0.64,70,,70-2.2-3-0-0.64-0-32,265.53,,0
3,c2d,2.2,0,36,0.28,70,3.210816e-12,70-2.2-3-0-0.28-0-75,53.42,,0
3,d4,2.2,0,33,0.98,70,0.0,70-2.2-3-0-0.98-0-13,63.17,,0
3,minic2d,2.2,0,37,0.83,70,0.0,70-2.2-3-0-0.83-0-81,49.14,,0
3,cachet,2.2,0,37,0.3,70,0,70-2.2-3-0-0.3-0-94,10.48,,0
3,dpmc,2.2,0,37,0.74,70,0,70-2.2-3-0-0.74-0-33,0.04,,0
3,c2d,2.2,0,36,0.7,70,0.0,70-2.2-3-0-0.7-0-68,72.15,,0
3,d4,2.2,0,35,0.85,70,,70-2.2-3-0-0.85-0-91,398.73,,0
3,dpmc,2.2,0,36,0.09,70,0,70-2.2-3-0-0.09-0-28,82.0,,0
3,cachet,2.2,0,35,0.06,70,1.04944e-12,70-2.2-3-0-0.06-0-81,2.32,,0
3,dpmc,2.2,0,37,0.9,70,0,70-2.2-3-0-0.9-0-22,0.05,,0
3,dpmc,2.2,0,36,0.53,70,0,70-2.2-3-0-0.53-0-90,2.3,,0
3,d4,2.2,0,36,0.9,70,0.0,70-2.2-3-0-0.9-0-75,55.2,,0
3,minic2d,2.2,0,36,0.51,70,0.0,70-2.2-3-0-0.51-0-58,25.12,,0
3,minic2d,2.2,0,35,0.96,70,0.0,70-2.2-3-0-0.96-0-14,4.94,,0
3,cachet,2.2,0,34,0.73,70,0,70-2.2-3-0-0.73-0-97,5.48,,0
3,minic2d,2.2,0,36,0.72,70,0.0,70-2.2-3-0-0.72-0-7,48.87,,0
3,c2d,2.2,0,36,0.11,70,8.752786e-13,70-2.2-3-0-0.11-0-71,78.6,,0
3,cachet,2.2,0,36,0.33,70,0,70-2.2-3-0-0.33-0-75,7.2,,0
3,c2d,2.2,0,37,0.96,70,,70-2.2-3-0-0.96-0-79,103.47999999999999,,0
3,minic2d,2.2,0,35,0.72,70,0.0,70-2.2-3-0-0.72-0-59,4.73,,0
3,cachet,2.2,0,35,0.78,70,0,70-2.2-3-0-0.78-0-69,5.76,,0
3,minic2d,2.2,0,34,0.58,70,0.0,70-2.2-3-0-0.58-0-1,10.25,,0
3,c2d,2.2,0,36,0.98,70,0.0,70-2.2-3-0-0.98-0-43,31.96,,0
3,cachet,2.2,0,37,0.49,70,0,70-2.2-3-0-0.49-0-72,13.29,,0
3,d4,2.2,0,36,0.73,70,0.0,70-2.2-3-0-0.73-0-18,89.73,,0
3,c2d,2.2,0,37,0.84,70,,70-2.2-3-0-0.84-0-16,242.6,,0
3,d4,2.2,0,37,0.83,70,,70-2.2-3-0-0.83-0-86,439.97,,0
3,dpmc,2.2,0,37,0.29,70,0,70-2.2-3-0-0.29-0-73,2.87,,0
3,minic2d,2.2,0,36,0.42,70,0.0,70-2.2-3-0-0.42-0-1,75.96000000000001,,0
3,d4,2.2,0,35,0.9,70,0.0,70-2.2-3-0-0.9-0-46,107.12,,0
3,c2d,2.2,0,34,0.7,70,0.0,70-2.2-3-0-0.7-0-18,64.0,,0
3,dpmc,2.2,0,36,0.15,70,0,70-2.2-3-0-0.15-0-21,11.66,,0
3,dpmc,2.2,0,33,0.39,70,0,70-2.2-3-0-0.39-0-7,0.24,,0
3,c2d,2.2,0,35,0.01,70,5.54634e-13,70-2.2-3-0-0.01-0-49,48.84,,0
3,d4,2.2,0,38,0.67,70,,70-2.2-3-0-0.67-0-62,424.56,,0
3,dpmc,2.2,0,36,0.12,70,0,70-2.2-3-0-0.12-0-74,150.17000000000002,,0
3,minic2d,2.2,0,35,0.17,70,0.0,70-2.2-3-0-0.17-0-89,19.91,,0
3,c2d,2.2,0,35,0.8,70,0.0,70-2.2-3-0-0.8-0-49,20.34,,0
3,d4,2.2,0,36,0.86,70,,70-2.2-3-0-0.86-0-19,229.01,,0
3,dpmc,2.2,0,33,0.84,70,0,70-2.2-3-0-0.84-0-32,0.04,,0
3,c2d,2.2,0,35,0.11,70,3.041043e-14,70-2.2-3-0-0.11-0-10,9.56,,0
3,minic2d,2.2,0,36,0.98,70,0.0,70-2.2-3-0-0.98-0-58,23.43,,0
3,cachet,2.2,0,37,0.66,70,0,70-2.2-3-0-0.66-0-88,6.5,,0
3,c2d,2.2,0,36,0.32,70,0.0,70-2.2-3-0-0.32-0-92,100.97999999999999,,0
3,cachet,2.2,0,35,0.59,70,0,70-2.2-3-0-0.59-0-9,2.96,,0
3,c2d,2.2,0,36,0.5,70,0.0,70-2.2-3-0-0.5-0-91,37.54,,0
3,c2d,2.2,0,40,0.03,70,,70-2.2-3-0-0.03-0-46,308.64,,0
3,minic2d,2.2,0,36,0.35,70,0.0,70-2.2-3-0-0.35-0-62,40.2,,0
3,minic2d,2.2,0,35,0.83,70,0.0,70-2.2-3-0-0.83-0-29,4.07,,0
3,d4,2.2,0,34,0.04,70,6.092658e-13,70-2.2-3-0-0.04-0-75,116.1,,0
3,minic2d,2.2,0,38,0.57,70,0.0,70-2.2-3-0-0.57-0-43,2.8,,0
3,minic2d,2.2,0,37,0.12,70,0.0,70-2.2-3-0-0.12-0-31,22.95,,0
3,c2d,2.2,0,37,0.08,70,,70-2.2-3-0-0.08-0-66,410.14,,0
3,cachet,2.2,0,36,0.95,70,0,70-2.2-3-0-0.95-0-49,6.83,,0
3,minic2d,2.2,0,37,0.92,70,0.0,70-2.2-3-0-0.92-0-82,7.23,,0
3,minic2d,2.2,0,35,0.72,70,0.0,70-2.2-3-0-0.72-0-100,7.06,,0
3,d4,2.2,0,35,0.55,70,0.0,70-2.2-3-0-0.55-0-13,71.14,,0
3,cachet,2.2,0,36,0.24,70,1.1724e-13,70-2.2-3-0-0.24-0-70,11.22,,0
3,minic2d,2.2,0,35,0.86,70,0.0,70-2.2-3-0-0.86-0-57,32.57,,0
3,cachet,2.2,0,35,0.64,70,0,70-2.2-3-0-0.64-0-67,11.21,,0
3,dpmc,2.2,0,37,0.7,70,0,70-2.2-3-0-0.7-0-85,0.08,,0
3,minic2d,2.2,0,36,0.63,70,0.0,70-2.2-3-0-0.63-0-2,7.52,,0
3,dpmc,2.2,0,36,0.53,70,0,70-2.2-3-0-0.53-0-29,0.82,,0
3,minic2d,2.2,0,36,0.63,70,0.0,70-2.2-3-0-0.63-0-39,15.18,,0
3,dpmc,2.2,0,36,0.66,70,0,70-2.2-3-0-0.66-0-99,0.04,,0
3,minic2d,2.2,0,37,0.6,70,0.0,70-2.2-3-0-0.6-0-68,10.14,,0
3,c2d,2.2,0,36,0.75,70,0.0,70-2.2-3-0-0.75-0-55,84.14,,0
3,c2d,2.2,0,36,0.81,70,0.0,70-2.2-3-0-0.81-0-49,40.36,,0
3,cachet,2.2,0,35,0.82,70,0,70-2.2-3-0-0.82-0-60,3.72,,0
3,c2d,2.2,0,34,0.91,70,0.0,70-2.2-3-0-0.91-0-47,30.86,,0
3,minic2d,2.2,0,36,0.57,70,0.0,70-2.2-3-0-0.57-0-53,11.16,,0
3,cachet,2.2,0,34,0.83,70,0,70-2.2-3-0-0.83-0-89,4.43,,0
3,cachet,2.2,0,34,0.95,70,0,70-2.2-3-0-0.95-0-72,4.17,,0
3,minic2d,2.2,0,35,0.93,70,0.0,70-2.2-3-0-0.93-0-56,6.9,,0
3,dpmc,2.2,0,36,0.07,70,1.15904e-09,70-2.2-3-0-0.07-0-43,101.66,,0
3,c2d,2.2,0,38,0.38,70,,70-2.2-3-0-0.38-0-43,284.12,,0
3,c2d,2.2,0,34,0.98,70,0.0,70-2.2-3-0-0.98-0-34,25.28,,0
3,minic2d,2.2,0,35,0.97,70,0.0,70-2.2-3-0-0.97-0-60,7.24,,0
3,c2d,2.2,0,36,0.55,70,0.0,70-2.2-3-0-0.55-0-41,45.14,,0
3,dpmc,2.2,0,38,0.36,70,3.26583e-09,70-2.2-3-0-0.36-0-69,3.08,,0
3,minic2d,2.2,0,35,0.31,70,0.0,70-2.2-3-0-0.31-0-42,28.61,,0
3,minic2d,2.2,0,36,0.32,70,0.0,70-2.2-3-0-0.32-0-45,18.29,,0
3,c2d,2.2,0,36,0.86,70,0.0,70-2.2-3-0-0.86-0-17,63.07,,0
3,d4,2.2,0,36,0.58,70,0.0,70-2.2-3-0-0.58-0-51,74.43,,0
3,d4,2.2,0,38,0.62,70,,70-2.2-3-0-0.62-0-48,649.96,,0
3,cachet,2.2,0,38,0.83,70,0,70-2.2-3-0-0.83-0-83,13.5,,0
3,minic2d,2.2,0,37,0.01,70,0.0,70-2.2-3-0-0.01-0-40,22.08,,0
3,d4,2.2,0,37,0.43,70,,70-2.2-3-0-0.43-0-55,242.93,,0
3,minic2d,2.2,0,35,0.43,70,0.0,70-2.2-3-0-0.43-0-7,8.58,,0
3,d4,2.2,0,37,0.76,70,0.0,70-2.2-3-0-0.76-0-17,126.0,,0
3,c2d,2.2,0,35,0.08,70,6.520886e-12,70-2.2-3-0-0.08-0-79,43.87,,0
3,c2d,2.2,0,37,0.2,70,,70-2.2-3-0-0.2-0-67,117.17,,0
3,c2d,2.2,0,36,0.57,70,0.0,70-2.2-3-0-0.57-0-45,30.67,,0
3,d4,2.2,0,35,0.43,70,0.0,70-2.2-3-0-0.43-0-21,70.56,,0
3,minic2d,2.2,0,36,0.33,70,0.0,70-2.2-3-0-0.33-0-39,31.69,,0
3,minic2d,2.2,0,36,0.75,70,0.0,70-2.2-3-0-0.75-0-67,37.87,,0
3,dpmc,2.2,0,36,0.88,70,0,70-2.2-3-0-0.88-0-84,0.04,,0
3,c2d,2.2,0,36,0.13,70,1.34151e-11,70-2.2-3-0-0.13-0-94,57.44,,0
3,dpmc,2.2,0,36,0.11,70,0,70-2.2-3-0-0.11-0-28,174.35,,0
3,c2d,2.2,0,37,0.02,70,8.490493e-10,70-2.2-3-0-0.02-0-100,92.65,,0
3,d4,2.2,0,34,0.89,70,,70-2.2-3-0-0.89-0-94,325.51,,0
3,c2d,2.2,0,35,0.26,70,0.0,70-2.2-3-0-0.26-0-54,23.41,,0
3,dpmc,2.2,0,35,0.12,70,5.63652e-10,70-2.2-3-0-0.12-0-6,76.96000000000001,,0
3,dpmc,2.2,0,36,0.36,70,0,70-2.2-3-0-0.36-0-38,3.73,,0
3,dpmc,2.2,0,36,0.56,70,0,70-2.2-3-0-0.56-0-13,4.79,,0
3,cachet,2.2,0,37,0.75,70,0,70-2.2-3-0-0.75-0-47,15.07,,0
3,c2d,2.2,0,34,0.05,70,5.070428e-14,70-2.2-3-0-0.05-0-74,69.63,,0
3,minic2d,2.2,0,35,0.62,70,0.0,70-2.2-3-0-0.62-0-12,8.3,,0
3,dpmc,2.2,0,37,0.24,70,0,70-2.2-3-0-0.24-0-77,13.24,,0
3,d4,2.2,0,35,0.72,70,,70-2.2-3-0-0.72-0-76,124.47,,0
3,d4,2.2,0,36,0.4,70,,70-2.2-3-0-0.4-0-83,405.55,,0
3,cachet,2.2,0,35,0.83,70,0,70-2.2-3-0-0.83-0-44,4.37,,0
3,d4,2.2,0,36,0.76,70,0.0,70-2.2-3-0-0.76-0-90,48.17,,0
3,dpmc,2.2,0,35,0.03,70,1.12878e-11,70-2.2-3-0-0.03-0-88,217.29,,0
3,d4,2.2,0,35,0.23,70,1.631754e-12,70-2.2-3-0-0.23-0-59,44.15,,0
3,c2d,2.2,0,34,0.05,70,1.012599e-11,70-2.2-3-0-0.05-0-31,38.5,,0
3,minic2d,2.2,0,36,0.06,70,0.0,70-2.2-3-0-0.06-0-21,20.03,,0
3,d4,2.2,0,34,0.68,70,0.0,70-2.2-3-0-0.68-0-82,145.79,,0
3,dpmc,2.2,0,37,0.8,70,0,70-2.2-3-0-0.8-0-55,0.05,,0
3,c2d,2.2,0,37,0.57,70,,70-2.2-3-0-0.57-0-32,110.53,,0
3,minic2d,2.2,0,34,0.35,70,0.0,70-2.2-3-0-0.35-0-9,2.35,,0
3,c2d,2.2,0,37,0.05,70,1.286392e-11,70-2.2-3-0-0.05-0-81,67.06,,0
3,c2d,2.2,0,36,0.45,70,0.0,70-2.2-3-0-0.45-0-19,41.76,,0
3,dpmc,2.2,0,36,0.74,70,0,70-2.2-3-0-0.74-0-77,0.06,,0
3,d4,2.2,0,35,0.48,70,,70-2.2-3-0-0.48-0-99,431.15,,0
3,cachet,2.2,0,36,0.02,70,6.64096e-11,70-2.2-3-0-0.02-0-4,6.22,,0
3,dpmc,2.2,0,36,0.63,70,0,70-2.2-3-0-0.63-0-58,0.13,,0
3,minic2d,2.2,0,35,0.7,70,0.0,70-2.2-3-0-0.7-0-27,12.4,,0
3,minic2d,2.2,0,37,0.7,70,0.0,70-2.2-3-0-0.7-0-13,11.14,,0
3,c2d,2.2,0,34,0.14,70,3.014501e-12,70-2.2-3-0-0.14-0-70,48.07,,0
3,c2d,2.2,0,34,0.16,70,,70-2.2-3-0-0.16-0-95,245.36,,0
3,c2d,2.2,0,35,0.01,70,1.26051e-12,70-2.2-3-0-0.01-0-77,30.85,,0
3,minic2d,2.2,0,36,0.66,70,0.0,70-2.2-3-0-0.66-0-27,10.62,,0
3,cachet,2.2,0,37,0.33,70,1.97706e-13,70-2.2-3-0-0.33-0-1,5.72,,0
3,c2d,2.2,0,34,0.52,70,0.0,70-2.2-3-0-0.52-0-42,38.98,,0
3,c2d,2.2,0,34,0.97,70,0.0,70-2.2-3-0-0.97-0-84,28.32,,0
3,cachet,2.2,0,35,0.69,70,0,70-2.2-3-0-0.69-0-54,2.8,,0
3,c2d,2.2,0,38,0.94,70,,70-2.2-3-0-0.94-0-51,350.04,,0
3,dpmc,2.2,0,34,0.53,70,0,70-2.2-3-0-0.53-0-31,1.65,,0
3,dpmc,2.2,0,36,0.44,70,0,70-2.2-3-0-0.44-0-72,0.83,,0
3,d4,2.2,0,37,0.4,70,0.0,70-2.2-3-0-0.4-0-50,90.99,,0
3,d4,2.2,0,36,0.32,70,,70-2.2-3-0-0.32-0-65,395.18,,0
3,c2d,2.2,0,35,0.75,70,0.0,70-2.2-3-0-0.75-0-77,60.16,,0
3,cachet,2.2,0,36,0.58,70,0,70-2.2-3-0-0.58-0-43,18.33,,0
3,dpmc,2.2,0,35,0.31,70,3.32181e-11,70-2.2-3-0-0.31-0-64,3.19,,0
3,cachet,2.2,0,36,0.79,70,0,70-2.2-3-0-0.79-0-94,8.23,,0
3,d4,2.2,0,37,0.23,70,,70-2.2-3-0-0.23-0-98,480.73,,0
3,d4,2.2,0,35,0.15,70,,70-2.2-3-0-0.15-0-51,395.65999999999997,,0
3,c2d,2.2,0,36,0.46,70,0.0,70-2.2-3-0-0.46-0-9,48.25,,0
3,c2d,2.2,0,35,0.31,70,0.0,70-2.2-3-0-0.31-0-42,62.83,,0
3,cachet,2.2,0,35,0.78,70,0,70-2.2-3-0-0.78-0-79,5.9,,0
3,minic2d,2.2,0,37,0.57,70,0.0,70-2.2-3-0-0.57-0-28,14.76,,0
3,d4,2.2,0,36,0.72,70,0.0,70-2.2-3-0-0.72-0-26,56.21,,0
3,dpmc,2.2,0,35,0.41,70,0,70-2.2-3-0-0.41-0-72,4.68,,0
3,c2d,2.2,0,34,0.96,70,0.0,70-2.2-3-0-0.96-0-22,40.55,,0
3,minic2d,2.2,0,36,0.74,70,0.0,70-2.2-3-0-0.74-0-17,3.44,,0
3,minic2d,2.2,0,35,0.19,70,0.0,70-2.2-3-0-0.19-0-34,14.69,,0
3,cachet,2.2,0,37,0.27,70,0,70-2.2-3-0-0.27-0-11,11.74,,0
3,d4,2.2,0,34,0.3,70,0.0,70-2.2-3-0-0.3-0-45,52.51,,0
3,d4,2.2,0,35,0.24,70,3.182277e-14,70-2.2-3-0-0.24-0-39,63.4,,0
3,minic2d,2.2,0,36,0.66,70,0.0,70-2.2-3-0-0.66-0-32,6.01,,0
3,minic2d,2.2,0,40,0.59,70,0.0,70-2.2-3-0-0.59-0-20,16.78,,0
3,dpmc,2.2,0,37,0.39,70,0,70-2.2-3-0-0.39-0-56,6.02,,0
3,dpmc,2.2,0,34,0.83,70,0,70-2.2-3-0-0.83-0-87,0.05,,0
3,dpmc,2.2,0,36,0.93,70,0,70-2.2-3-0-0.93-0-64,0.05,,0
3,d4,2.2,0,37,0.39,70,,70-2.2-3-0-0.39-0-28,467.75,,0
3,d4,2.2,0,37,0.68,70,,70-2.2-3-0-0.68-0-64,153.49,,0
3,minic2d,2.2,0,35,0.42,70,0.0,70-2.2-3-0-0.42-0-36,11.87,,0
3,cachet,2.2,0,36,0.44,70,0,70-2.2-3-0-0.44-0-79,8.03,,0
3,cachet,2.2,0,37,0.32,70,1.38029e-09,70-2.2-3-0-0.32-0-10,8.73,,0
3,c2d,2.2,0,37,0.68,70,0.0,70-2.2-3-0-0.68-0-17,95.68,,0
3,c2d,2.2,0,36,0.13,70,4.04767e-13,70-2.2-3-0-0.13-0-21,35.21,,0
3,c2d,2.2,0,37,0.58,70,0.0,70-2.2-3-0-0.58-0-33,22.58,,0
3,minic2d,2.2,0,35,0.49,70,0.0,70-2.2-3-0-0.49-0-74,6.06,,0
3,dpmc,2.2,0,35,0.74,70,0,70-2.2-3-0-0.74-0-67,0.05,,0
3,dpmc,2.2,0,34,0.52,70,0,70-2.2-3-0-0.52-0-46,0.24,,0
3,cachet,2.2,0,38,0.66,70,0,70-2.2-3-0-0.66-0-18,19.35,,0
3,d4,2.2,0,34,0.04,70,,70-2.2-3-0-0.04-0-8,141.54,,0
3,cachet,2.2,0,37,0.12,70,9.8517e-12,70-2.2-3-0-0.12-0-84,11.3,,0
3,cachet,2.2,0,36,0.02,70,1.42875e-09,70-2.2-3-0-0.02-0-98,11.53,,0
3,minic2d,2.2,0,36,0.27,70,0.0,70-2.2-3-0-0.27-0-89,49.51,,0
3,cachet,2.2,0,36,0.74,70,0,70-2.2-3-0-0.74-0-39,2.73,,0
3,cachet,2.2,0,36,0.96,70,0,70-2.2-3-0-0.96-0-10,6.92,,0
3,d4,2.2,0,37,0.98,70,0.0,70-2.2-3-0-0.98-0-56,69.03999999999999,,0
3,c2d,2.2,0,35,0.81,70,0.0,70-2.2-3-0-0.81-0-78,65.16,,0
3,cachet,2.2,0,35,0.99,70,0,70-2.2-3-0-0.99-0-69,3.31,,0
3,c2d,2.2,0,37,0.7,70,0.0,70-2.2-3-0-0.7-0-23,70.43,,0
3,dpmc,2.2,0,36,0.0,70,0,70-2.2-3-0-0.0-0-90,340.33,,0
3,c2d,2.2,0,36,0.47,70,,70-2.2-3-0-0.47-0-46,107.06,,0
3,dpmc,2.2,0,36,0.03,70,,70-2.2-3-0-0.03-0-9,500.51,,0
3,cachet,2.2,0,35,0.62,70,0,70-2.2-3-0-0.62-0-70,9.57,,0
3,minic2d,2.2,0,36,0.5,70,0.0,70-2.2-3-0-0.5-0-98,11.03,,0
3,minic2d,2.2,0,35,0.81,70,0.0,70-2.2-3-0-0.81-0-8,12.87,,0
3,minic2d,2.2,0,36,0.45,70,0.0,70-2.2-3-0-0.45-0-14,10.66,,0
3,c2d,2.2,0,37,0.13,70,,70-2.2-3-0-0.13-0-48,123.82,,0
3,c2d,2.2,0,36,0.94,70,0.0,70-2.2-3-0-0.94-0-100,45.45,,0
3,c2d,2.2,0,35,0.38,70,0.0,70-2.2-3-0-0.38-0-4,23.11,,0
3,minic2d,2.2,0,33,0.96,70,0.0,70-2.2-3-0-0.96-0-65,2.44,,0
3,c2d,2.2,0,35,0.85,70,0.0,70-2.2-3-0-0.85-0-24,85.65,,0
3,cachet,2.2,0,35,0.12,70,1.12422e-10,70-2.2-3-0-0.12-0-40,6.83,,0
3,c2d,2.2,0,35,0.64,70,0.0,70-2.2-3-0-0.64-0-1,32.09,,0
3,dpmc,2.2,0,36,0.48,70,0,70-2.2-3-0-0.48-0-30,2.52,,0
3,d4,2.2,0,34,0.84,70,0.0,70-2.2-3-0-0.84-0-94,28.41,,0
3,c2d,2.2,0,34,0.8,70,0.0,70-2.2-3-0-0.8-0-81,46.69,,0
3,dpmc,2.2,0,37,0.34,70,0,70-2.2-3-0-0.34-0-65,7.41,,0
3,minic2d,2.2,0,36,0.69,70,0.0,70-2.2-3-0-0.69-0-11,7.23,,0
3,minic2d,2.2,0,38,0.84,70,0.0,70-2.2-3-0-0.84-0-69,86.73,,0
3,c2d,2.2,0,36,0.62,70,0.0,70-2.2-3-0-0.62-0-17,48.52,,0
3,d4,2.2,0,35,0.27,70,0.0,70-2.2-3-0-0.27-0-83,58.98,,0
3,dpmc,2.2,0,37,0.89,70,0,70-2.2-3-0-0.89-0-62,0.06,,0
3,dpmc,2.2,0,33,0.85,70,0,70-2.2-3-0-0.85-0-70,0.05,,0
3,dpmc,2.2,0,38,0.98,70,0,70-2.2-3-0-0.98-0-67,0.06,,0
3,d4,2.2,0,34,0.85,70,0.0,70-2.2-3-0-0.85-0-19,52.87,,0
3,c2d,2.2,0,35,0.47,70,0.0,70-2.2-3-0-0.47-0-11,54.35,,0
3,cachet,2.2,0,36,0.85,70,0,70-2.2-3-0-0.85-0-41,8.88,,0
3,cachet,2.2,0,37,0.42,70,0,70-2.2-3-0-0.42-0-64,8.68,,0
3,d4,2.2,0,34,0.79,70,0.0,70-2.2-3-0-0.79-0-48,49.63,,0
3,cachet,2.2,0,36,0.95,70,0,70-2.2-3-0-0.95-0-73,9.26,,0
3,c2d,2.2,0,35,0.13,70,3.030361e-14,70-2.2-3-0-0.13-0-4,29.58,,0
3,c2d,2.2,0,37,0.29,70,2.651851e-12,70-2.2-3-0-0.29-0-79,44.09,,0
3,d4,2.2,0,35,0.29,70,0.0,70-2.2-3-0-0.29-0-85,31.25,,0
3,dpmc,2.2,0,36,0.08,70,5.19868e-11,70-2.2-3-0-0.08-0-64,323.8,,0
3,c2d,2.2,0,36,0.82,70,0.0,70-2.2-3-0-0.82-0-69,13.17,,0
3,d4,2.2,0,36,0.11,70,1.15881e-13,70-2.2-3-0-0.11-0-14,85.87,,0
3,d4,2.2,0,35,0.69,70,0.0,70-2.2-3-0-0.69-0-97,74.74,,0
3,minic2d,2.2,0,37,0.12,70,0.0,70-2.2-3-0-0.12-0-16,42.4,,0
3,minic2d,2.2,0,36,0.96,70,0.0,70-2.2-3-0-0.96-0-4,25.68,,0
3,d4,2.2,0,37,0.25,70,0.0,70-2.2-3-0-0.25-0-46,125.5,,0
3,dpmc,2.2,0,36,0.83,70,0,70-2.2-3-0-0.83-0-53,0.05,,0
3,c2d,2.2,0,36,0.82,70,0.0,70-2.2-3-0-0.82-0-16,78.78,,0
3,cachet,2.2,0,35,0.54,70,0,70-2.2-3-0-0.54-0-14,6.75,,0
3,minic2d,2.2,0,39,0.04,70,0.0,70-2.2-3-0-0.04-0-90,38.35,,0
3,cachet,2.2,0,36,0.39,70,0,70-2.2-3-0-0.39-0-45,5.94,,0
3,dpmc,2.2,0,35,0.59,70,0,70-2.2-3-0-0.59-0-68,0.17,,0
3,d4,2.2,0,35,0.0,70,,70-2.2-3-0-0.0-0-99,342.71,,0
3,d4,2.2,0,33,0.33,70,0.0,70-2.2-3-0-0.33-0-68,34.98,,0
3,dpmc,2.2,0,38,0.3,70,0,70-2.2-3-0-0.3-0-86,6.8,,0
3,dpmc,2.2,0,35,0.7,70,0,70-2.2-3-0-0.7-0-78,0.08,,0
3,d4,2.2,0,38,0.17,70,,70-2.2-3-0-0.17-0-17,641.01,,0
3,cachet,2.2,0,37,0.55,70,0,70-2.2-3-0-0.55-0-53,10.49,,0
3,d4,2.2,0,36,0.4,70,5.957262e-13,70-2.2-3-0-0.4-0-11,56.26,,0
3,minic2d,2.2,0,34,0.29,70,0.0,70-2.2-3-0-0.29-0-5,16.97,,0
3,minic2d,2.2,0,34,0.11,70,0.0,70-2.2-3-0-0.11-0-8,10.2,,0
3,dpmc,2.2,0,37,0.83,70,0,70-2.2-3-0-0.83-0-52,0.06,,0
3,d4,2.2,0,35,0.06,70,,70-2.2-3-0-0.06-0-54,307.28,,0
3,dpmc,2.2,0,38,0.67,70,0,70-2.2-3-0-0.67-0-85,0.21,,0
3,cachet,2.2,0,36,0.34,70,0,70-2.2-3-0-0.34-0-31,4.52,,0
3,minic2d,2.2,0,35,0.52,70,0.0,70-2.2-3-0-0.52-0-30,14.3,,0
3,d4,2.2,0,34,0.97,70,0.0,70-2.2-3-0-0.97-0-90,99.8,,0
3,cachet,2.2,0,34,0.61,70,0,70-2.2-3-0-0.61-0-80,3.57,,0
3,dpmc,2.2,0,33,0.89,70,0,70-2.2-3-0-0.89-0-2,0.05,,0
3,cachet,2.2,0,36,0.74,70,0,70-2.2-3-0-0.74-0-77,10.69,,0
3,dpmc,2.2,0,35,0.88,70,0,70-2.2-3-0-0.88-0-83,0.04,,0
3,cachet,2.2,0,34,0.95,70,0,70-2.2-3-0-0.95-0-38,12.41,,0
3,d4,2.2,0,37,0.79,70,,70-2.2-3-0-0.79-0-18,332.03,,0
3,minic2d,2.2,0,36,0.74,70,0.0,70-2.2-3-0-0.74-0-89,9.79,,0
3,dpmc,2.2,0,36,0.72,70,0,70-2.2-3-0-0.72-0-52,0.05,,0
3,cachet,2.2,0,35,0.44,70,0,70-2.2-3-0-0.44-0-92,4.41,,0
3,cachet,2.2,0,34,0.83,70,0,70-2.2-3-0-0.83-0-84,10.01,,0
3,d4,2.2,0,37,0.99,70,,70-2.2-3-0-0.99-0-60,560.02,,0
3,cachet,2.2,0,35,0.45,70,0,70-2.2-3-0-0.45-0-6,3.39,,0
3,minic2d,2.2,0,37,0.34,70,0.0,70-2.2-3-0-0.34-0-56,67.84,,0
3,c2d,2.2,0,37,0.6,70,0.0,70-2.2-3-0-0.6-0-94,38.47,,0
3,minic2d,2.2,0,36,0.28,70,0.0,70-2.2-3-0-0.28-0-25,6.06,,0
3,c2d,2.2,0,38,0.4,70,,70-2.2-3-0-0.4-0-14,236.93,,0
3,c2d,2.2,0,35,0.78,70,0.0,70-2.2-3-0-0.78-0-65,27.87,,0
3,minic2d,2.2,0,34,0.55,70,0.0,70-2.2-3-0-0.55-0-90,6.9,,0
3,cachet,2.2,0,35,0.42,70,0,70-2.2-3-0-0.42-0-70,4.51,,0
3,d4,2.2,0,35,0.39,70,0.0,70-2.2-3-0-0.39-0-8,45.58,,0
3,c2d,2.2,0,36,0.5,70,0.0,70-2.2-3-0-0.5-0-71,73.25,,0
3,minic2d,2.2,0,35,0.55,70,0.0,70-2.2-3-0-0.55-0-37,3.7,,0
3,c2d,2.2,0,36,0.8,70,0.0,70-2.2-3-0-0.8-0-52,79.3,,0
3,d4,2.2,0,38,0.48,70,,70-2.2-3-0-0.48-0-40,434.42,,0
3,d4,2.2,0,37,0.75,70,0.0,70-2.2-3-0-0.75-0-9,49.83,,0
3,cachet,2.2,0,34,0.97,70,0,70-2.2-3-0-0.97-0-61,2.37,,0
