literal_factor,algorithm,clause_factor,prop_equal,treewidth,prop_deterministic,num_variables,answer,instance,time,sat,repetitiveness
3,d4,2.2,0,34,0.97,70,0.0,70-2.2-3-0-0.97-0-39,49.36,,0
3,dpmc,2.2,0,35,0.34,70,0,70-2.2-3-0-0.34-0-27,9.47,,0
3,cachet,2.2,0,34,0.46,70,0,70-2.2-3-0-0.46-0-11,2.12,,0
3,c2d,2.2,0,35,0.25,70,3.475138e-14,70-2.2-3-0-0.25-0-100,44.29,,0
3,cachet,2.2,0,37,0.11,70,5.07923e-10,70-2.2-3-0-0.11-0-46,4.57,,0
3,minic2d,2.2,0,36,0.21,70,0.0,70-2.2-3-0-0.21-0-38,36.35,,0
3,minic2d,2.2,0,37,0.81,70,0.0,70-2.2-3-0-0.81-0-51,28.24,,0
3,c2d,2.2,0,35,0.63,70,0.0,70-2.2-3-0-0.63-0-15,14.05,,0
3,d4,2.2,0,36,0.49,70,,70-2.2-3-0-0.49-0-22,550.34,,0
3,dpmc,2.2,0,36,0.03,70,1.06192e-09,70-2.2-3-0-0.03-0-41,90.66,,0
3,cachet,2.2,0,37,0.82,70,0,70-2.2-3-0-0.82-0-62,3.08,,0
3,d4,2.2,0,36,0.86,70,0.0,70-2.2-3-0-0.86-0-54,75.42,,0
3,d4,2.2,0,36,0.97,70,0.0,70-2.2-3-0-0.97-0-37,120.12,,0
3,d4,2.2,0,36,0.12,70,,70-2.2-3-0-0.12-0-47,431.69,,0
3,d4,2.2,0,36,1.0,70,0.0,70-2.2-3-0-1.0-0-27,67.01,1,0
3,cachet,2.2,0,35,0.64,70,0,70-2.2-3-0-0.64-0-33,10.6,,0
3,c2d,2.2,0,34,0.18,70,3.04228e-14,70-2.2-3-0-0.18-0-10,11.58,,0
3,minic2d,2.2,0,36,0.6,70,0.0,70-2.2-3-0-0.6-0-16,26.06,,0
3,d4,2.2,0,38,0.79,70,,70-2.2-3-0-0.79-0-53,386.72,,0
3,d4,2.2,0,36,0.22,70,0.0,70-2.2-3-0-0.22-0-47,91.6,,0
3,minic2d,2.2,0,35,0.46,70,0.0,70-2.2-3-0-0.46-0-83,7.99,,0
3,dpmc,2.2,0,39,0.36,70,0,70-2.2-3-0-0.36-0-42,3.29,,0
3,cachet,2.2,0,34,0.8,70,0,70-2.2-3-0-0.8-0-70,12.02,,0
3,cachet,2.2,0,36,0.21,70,4.79598e-14,70-2.2-3-0-0.21-0-37,5.72,,0
3,dpmc,2.2,0,36,0.57,70,0,70-2.2-3-0-0.57-0-5,0.23,,0
3,minic2d,2.2,0,35,0.87,70,0.0,70-2.2-3-0-0.87-0-86,5.19,,0
3,cachet,2.2,0,36,0.49,70,0,70-2.2-3-0-0.49-0-73,6.19,,0
3,dpmc,2.2,0,37,0.35,70,0,70-2.2-3-0-0.35-0-15,31.22,,0
3,d4,2.2,0,37,0.5,70,,70-2.2-3-0-0.5-0-58,567.76,,0
3,minic2d,2.2,0,35,0.46,70,0.0,70-2.2-3-0-0.46-0-10,3.99,,0
3,dpmc,2.2,0,36,0.89,70,0,70-2.2-3-0-0.89-0-1,0.05,,0
3,c2d,2.2,0,34,0.58,70,0.0,70-2.2-3-0-0.58-0-1,32.4,,0
3,d4,2.2,0,34,0.8,70,0.0,70-2.2-3-0-0.8-0-64,119.72999999999999,,0
3,c2d,2.2,0,35,0.21,70,7.698606e-14,70-2.2-3-0-0.21-0-3,71.77,,0
3,minic2d,2.2,0,36,0.52,70,0.0,70-2.2-3-0-0.52-0-74,13.73,,0
3,cachet,2.2,0,36,0.16,70,6.22867e-15,70-2.2-3-0-0.16-0-16,7.22,,0
3,c2d,2.2,0,36,0.65,70,,70-2.2-3-0-0.65-0-31,187.21,,0
3,d4,2.2,0,33,0.97,70,0.0,70-2.2-3-0-0.97-0-58,28.73,,0
3,c2d,2.2,0,34,0.32,70,0.0,70-2.2-3-0-0.32-0-88,46.19,,0
3,d4,2.2,0,36,0.89,70,,70-2.2-3-0-0.89-0-42,212.99,,0
3,minic2d,2.2,0,37,0.69,70,0.0,70-2.2-3-0-0.69-0-99,34.29,,0
3,dpmc,2.2,0,37,0.53,70,0,70-2.2-3-0-0.53-0-92,0.29,,0
3,cachet,2.2,0,35,0.88,70,0,70-2.2-3-0-0.88-0-99,3.88,,0
3,c2d,2.2,0,34,0.1,70,3.307365e-11,70-2.2-3-0-0.1-0-42,21.23,,0
3,dpmc,2.2,0,37,0.6,70,0,70-2.2-3-0-0.6-0-92,0.31,,0
3,minic2d,2.2,0,35,0.07,70,0.0,70-2.2-3-0-0.07-0-87,24.56,,0
3,d4,2.2,0,36,0.97,70,0.0,70-2.2-3-0-0.97-0-75,62.47,,0
3,c2d,2.2,0,36,0.78,70,0.0,70-2.2-3-0-0.78-0-60,88.07,,0
3,c2d,2.2,0,35,1.0,70,0.0,70-2.2-3-0-1.0-0-5,26.49,1,0
3,cachet,2.2,0,37,0.98,70,0,70-2.2-3-0-0.98-0-56,7.2,,0
3,dpmc,2.2,0,35,0.24,70,0,70-2.2-3-0-0.24-0-55,25.89,,0
3,d4,2.2,0,37,0.09,70,2.536673e-15,70-2.2-3-0-0.09-0-91,71.16,,0
3,d4,2.2,0,35,0.3,70,0.0,70-2.2-3-0-0.3-0-9,47.32,,0
3,c2d,2.2,0,35,0.66,70,0.0,70-2.2-3-0-0.66-0-10,76.63,,0
3,c2d,2.2,0,36,0.24,70,0.0,70-2.2-3-0-0.24-0-21,76.03,,0
3,dpmc,2.2,0,35,0.08,70,0,70-2.2-3-0-0.08-0-65,135.27,,0
3,dpmc,2.2,0,36,0.14,70,1.59833e-09,70-2.2-3-0-0.14-0-93,180.52,,0
3,c2d,2.2,0,36,0.54,70,0.0,70-2.2-3-0-0.54-0-26,64.36,,0
3,dpmc,2.2,0,37,0.84,70,0,70-2.2-3-0-0.84-0-9,0.04,,0
3,minic2d,2.2,0,36,0.1,70,0.0,70-2.2-3-0-0.1-0-38,28.14,,0
3,d4,2.2,0,33,0.08,70,9.299853e-12,70-2.2-3-0-0.08-0-46,125.98,,0
3,dpmc,2.2,0,35,0.28,70,0,70-2.2-3-0-0.28-0-76,21.63,,0
3,cachet,2.2,0,34,0.75,70,0,70-2.2-3-0-0.75-0-21,8.26,,0
3,c2d,2.2,0,38,0.34,70,,70-2.2-3-0-0.34-0-7,148.56,,0
3,dpmc,2.2,0,34,0.33,70,0,70-2.2-3-0-0.33-0-60,1.76,,0
3,minic2d,2.2,0,36,0.67,70,0.0,70-2.2-3-0-0.67-0-71,29.52,,0
3,minic2d,2.2,0,35,0.43,70,0.0,70-2.2-3-0-0.43-0-64,35.26,,0
3,dpmc,2.2,0,36,0.85,70,0,70-2.2-3-0-0.85-0-100,0.04,,0
3,d4,2.2,0,34,0.07,70,1.158442e-10,70-2.2-3-0-0.07-0-36,109.47999999999999,,0
3,minic2d,2.2,0,37,0.15,70,0.0,70-2.2-3-0-0.15-0-40,29.12,,0
3,dpmc,2.2,0,36,0.84,70,0,70-2.2-3-0-0.84-0-47,0.05,,0
3,c2d,2.2,0,35,0.55,70,0.0,70-2.2-3-0-0.55-0-1,36.23,,0
3,dpmc,2.2,0,36,0.09,70,4.997e-12,70-2.2-3-0-0.09-0-95,34.41,,0
3,c2d,2.2,0,34,0.33,70,,70-2.2-3-0-0.33-0-55,353.35,,0
3,d4,2.2,0,37,0.45,70,0.0,70-2.2-3-0-0.45-0-22,129.3,,0
3,cachet,2.2,0,35,0.49,70,0,70-2.2-3-0-0.49-0-84,3.94,,0
3,minic2d,2.2,0,36,0.89,70,0.0,70-2.2-3-0-0.89-0-15,3.83,,0
3,dpmc,2.2,0,37,0.07,70,0,70-2.2-3-0-0.07-0-53,85.95,,0
3,d4,2.2,0,36,0.15,70,1.128295e-11,70-2.2-3-0-0.15-0-85,76.17,,0
3,c2d,2.2,0,38,0.72,70,,70-2.2-3-0-0.72-0-27,330.01,,0
3,minic2d,2.2,0,36,0.21,70,0.0,70-2.2-3-0-0.21-0-34,10.91,,0
3,c2d,2.2,0,35,0.49,70,0.0,70-2.2-3-0-0.49-0-29,43.92,,0
3,d4,2.2,0,36,0.89,70,,70-2.2-3-0-0.89-0-36,626.53,,0
3,dpmc,2.2,0,39,0.32,70,0,70-2.2-3-0-0.32-0-21,6.06,,0
3,dpmc,2.2,0,37,0.09,70,3.141e-10,70-2.2-3-0-0.09-0-6,175.12,,0
3,cachet,2.2,0,35,0.58,70,0,70-2.2-3-0-0.58-0-88,2.57,,0
3,minic2d,2.2,0,34,0.77,70,0.0,70-2.2-3-0-0.77-0-50,22.7,,0
3,d4,2.2,0,36,0.86,70,,70-2.2-3-0-0.86-0-17,239.32999999999998,,0
3,dpmc,2.2,0,37,0.26,70,0,70-2.2-3-0-0.26-0-68,14.69,,0
3,d4,2.2,0,37,0.81,70,0.0,70-2.2-3-0-0.81-0-17,110.28999999999999,,0
3,c2d,2.2,0,35,0.08,70,8.262228e-14,70-2.2-3-0-0.08-0-22,57.43,,0
3,dpmc,2.2,0,35,0.67,70,0,70-2.2-3-0-0.67-0-100,0.06,,0
3,d4,2.2,0,36,0.7,70,0.0,70-2.2-3-0-0.7-0-33,84.13,,0
3,minic2d,2.2,0,38,0.05,70,0.0,70-2.2-3-0-0.05-0-58,75.92,,0
3,d4,2.2,0,37,0.05,70,,70-2.2-3-0-0.05-0-40,682.11,,0
3,d4,2.2,0,33,0.5,70,0.0,70-2.2-3-0-0.5-0-73,82.97,,0
3,c2d,2.2,0,35,0.25,70,0.0,70-2.2-3-0-0.25-0-4,53.66,,0
3,minic2d,2.2,0,37,0.71,70,0.0,70-2.2-3-0-0.71-0-45,14.02,,0
3,c2d,2.2,0,37,0.41,70,0.0,70-2.2-3-0-0.41-0-32,88.75,,0
3,c2d,2.2,0,34,0.96,70,0.0,70-2.2-3-0-0.96-0-42,38.27,,0
3,minic2d,2.2,0,36,0.24,70,0.0,70-2.2-3-0-0.24-0-31,17.79,,0
3,cachet,2.2,0,33,0.28,70,3.81169e-14,70-2.2-3-0-0.28-0-17,7.39,,0
3,d4,2.2,0,36,0.04,70,2.306085e-12,70-2.2-3-0-0.04-0-37,39.83,,0
3,c2d,2.2,0,36,0.61,70,,70-2.2-3-0-0.61-0-78,424.71,,0
3,minic2d,2.2,0,37,0.45,70,0.0,70-2.2-3-0-0.45-0-2,17.19,,0
3,minic2d,2.2,0,36,0.66,70,0.0,70-2.2-3-0-0.66-0-4,16.57,,0
3,c2d,2.2,0,35,0.27,70,2.815463e-12,70-2.2-3-0-0.27-0-66,56.89,,0
3,d4,2.2,0,35,0.08,70,,70-2.2-3-0-0.08-0-44,364.85,,0
3,cachet,2.2,0,36,0.29,70,0,70-2.2-3-0-0.29-0-9,6.09,,0
3,d4,2.2,0,35,0.84,70,,70-2.2-3-0-0.84-0-27,301.33,,0
3,c2d,2.2,0,36,0.85,70,0.0,70-2.2-3-0-0.85-0-88,76.37,,0
3,c2d,2.2,0,36,0.71,70,,70-2.2-3-0-0.71-0-35,168.59,,0
3,cachet,2.2,0,36,0.79,70,0,70-2.2-3-0-0.79-0-12,13.78,,0
3,d4,2.2,0,37,0.52,70,0.0,70-2.2-3-0-0.52-0-19,100.41,,0
3,c2d,2.2,0,36,0.9,70,0.0,70-2.2-3-0-0.9-0-25,24.52,,0
3,cachet,2.2,0,36,0.24,70,3.77906e-19,70-2.2-3-0-0.24-0-75,2.51,,0
3,c2d,2.2,0,35,1.0,70,,70-2.2-3-0-1.0-0-93,392.65,1,0
3,c2d,2.2,0,36,0.96,70,0.0,70-2.2-3-0-0.96-0-55,77.44,,0
3,dpmc,2.2,0,36,0.0,70,1.62686e-11,70-2.2-3-0-0.0-0-73,114.71000000000001,,0
3,d4,2.2,0,35,0.09,70,6.649974e-11,70-2.2-3-0-0.09-0-74,95.59,,0
3,d4,2.2,0,36,0.96,70,0.0,70-2.2-3-0-0.96-0-10,91.83,,0
3,minic2d,2.2,0,35,0.81,70,0.0,70-2.2-3-0-0.81-0-55,12.58,,0
3,dpmc,2.2,0,37,0.92,70,0,70-2.2-3-0-0.92-0-75,0.04,,0
3,minic2d,2.2,0,37,0.52,70,0.0,70-2.2-3-0-0.52-0-32,14.41,,0
3,c2d,2.2,0,35,0.9,70,,70-2.2-3-0-0.9-0-36,460.87,,0
3,cachet,2.2,0,37,0.61,70,0,70-2.2-3-0-0.61-0-20,12.37,,0
3,d4,2.2,0,37,0.41,70,0.0,70-2.2-3-0-0.41-0-15,135.84,,0
3,dpmc,2.2,0,35,0.23,70,0,70-2.2-3-0-0.23-0-78,9.5,,0
3,cachet,2.2,0,36,0.16,70,8.91595e-13,70-2.2-3-0-0.16-0-22,5.31,,0
3,c2d,2.2,0,35,0.32,70,0.0,70-2.2-3-0-0.32-0-5,39.31,,0
3,dpmc,2.2,0,35,0.36,70,0,70-2.2-3-0-0.36-0-95,14.09,,0
3,d4,2.2,0,34,0.04,70,5.070319e-13,70-2.2-3-0-0.04-0-64,36.67,,0
3,c2d,2.2,0,35,0.13,70,,70-2.2-3-0-0.13-0-1,325.74,,0
3,c2d,2.2,0,36,0.2,70,0.0,70-2.2-3-0-0.2-0-30,88.08,,0
3,c2d,2.2,0,36,0.42,70,0.0,70-2.2-3-0-0.42-0-88,38.05,,0
3,cachet,2.2,0,35,0.65,70,0,70-2.2-3-0-0.65-0-25,6.25,,0
3,d4,2.2,0,34,0.12,70,2.093158e-09,70-2.2-3-0-0.12-0-5,50.79,,0
3,c2d,2.2,0,36,0.87,70,0.0,70-2.2-3-0-0.87-0-79,34.91,,0
3,cachet,2.2,0,35,0.87,70,0,70-2.2-3-0-0.87-0-58,5.73,,0
3,minic2d,2.2,0,35,0.33,70,0.0,70-2.2-3-0-0.33-0-33,13.26,,0
3,c2d,2.2,0,36,0.11,70,6.103486e-13,70-2.2-3-0-0.11-0-73,34.48,,0
3,c2d,2.2,0,38,0.83,70,0.0,70-2.2-3-0-0.83-0-83,85.4,,0
3,cachet,2.2,0,37,0.87,70,0,70-2.2-3-0-0.87-0-40,10.7,,0
3,d4,2.2,0,36,0.88,70,,70-2.2-3-0-0.88-0-69,408.51,,0
3,dpmc,2.2,0,36,0.52,70,0,70-2.2-3-0-0.52-0-57,0.13,,0
3,c2d,2.2,0,36,0.63,70,0.0,70-2.2-3-0-0.63-0-36,36.11,,0
3,minic2d,2.2,0,36,0.04,70,0.0,70-2.2-3-0-0.04-0-77,36.9,,0
3,c2d,2.2,0,35,0.12,70,2.12562e-12,70-2.2-3-0-0.12-0-45,20.21,,0
3,cachet,2.2,0,37,0.94,70,0,70-2.2-3-0-0.94-0-23,7.64,,0
3,cachet,2.2,0,35,0.74,70,0,70-2.2-3-0-0.74-0-23,4.86,,0
3,cachet,2.2,0,36,0.23,70,0,70-2.2-3-0-0.23-0-7,7.3,,0
3,d4,2.2,0,36,0.25,70,,70-2.2-3-0-0.25-0-50,502.37,,0
3,minic2d,2.2,0,35,0.73,70,0.0,70-2.2-3-0-0.73-0-100,11.69,,0
3,d4,2.2,0,35,0.97,70,0.0,70-2.2-3-0-0.97-0-44,48.73,,0
3,cachet,2.2,0,37,0.55,70,0,70-2.2-3-0-0.55-0-64,19.91,,0
3,c2d,2.2,0,36,0.07,70,9.819621e-13,70-2.2-3-0-0.07-0-6,43.06,,0
3,minic2d,2.2,0,37,0.41,70,0.0,70-2.2-3-0-0.41-0-2,10.35,,0
3,cachet,2.2,0,36,0.44,70,0,70-2.2-3-0-0.44-0-51,6.83,,0
3,minic2d,2.2,0,37,0.88,70,0.0,70-2.2-3-0-0.88-0-19,23.09,,0
3,c2d,2.2,0,35,0.42,70,0.0,70-2.2-3-0-0.42-0-41,21.33,,0
3,dpmc,2.2,0,34,0.36,70,0,70-2.2-3-0-0.36-0-93,0.4,,0
3,c2d,2.2,0,36,0.49,70,0.0,70-2.2-3-0-0.49-0-2,49.58,,0
3,minic2d,2.2,0,38,0.3,70,0.0,70-2.2-3-0-0.3-0-86,18.07,,0
3,dpmc,2.2,0,37,0.49,70,0,70-2.2-3-0-0.49-0-77,0.06,,0
3,dpmc,2.2,0,36,0.89,70,0,70-2.2-3-0-0.89-0-99,0.09,,0
3,c2d,2.2,0,33,0.93,70,0.0,70-2.2-3-0-0.93-0-83,17.98,,0
3,c2d,2.2,0,37,0.6,70,,70-2.2-3-0-0.6-0-67,181.9,,0
3,dpmc,2.2,0,37,0.23,70,5.81939e-11,70-2.2-3-0-0.23-0-16,21.76,,0
3,minic2d,2.2,0,36,0.82,70,0.0,70-2.2-3-0-0.82-0-38,18.08,,0
3,c2d,2.2,0,35,0.29,70,0.0,70-2.2-3-0-0.29-0-43,18.24,,0
3,dpmc,2.2,0,37,0.8,70,0,70-2.2-3-0-0.8-0-7,0.05,,0
3,minic2d,2.2,0,36,0.84,70,0.0,70-2.2-3-0-0.84-0-43,29.14,,0
3,cachet,2.2,0,36,0.62,70,0,70-2.2-3-0-0.62-0-39,5.11,,0
3,d4,2.2,0,37,0.74,70,0.0,70-2.2-3-0-0.74-0-42,105.06,,0
3,dpmc,2.2,0,36,0.65,70,0,70-2.2-3-0-0.65-0-2,0.07,,0
3,c2d,2.2,0,38,0.32,70,0.0,70-2.2-3-0-0.32-0-41,47.03,,0
3,d4,2.2,0,37,0.0,70,,70-2.2-3-0-0.0-0-83,492.93,,0
3,dpmc,2.2,0,36,0.12,70,6.13928e-12,70-2.2-3-0-0.12-0-82,46.88,,0
3,minic2d,2.2,0,35,0.4,70,0.0,70-2.2-3-0-0.4-0-70,5.96,,0
3,c2d,2.2,0,36,0.99,70,0.0,70-2.2-3-0-0.99-0-81,91.18,,0
3,minic2d,2.2,0,35,0.62,70,0.0,70-2.2-3-0-0.62-0-41,11.48,,0
3,cachet,2.2,0,36,0.76,70,0,70-2.2-3-0-0.76-0-100,6.93,,0
3,c2d,2.2,0,36,0.47,70,,70-2.2-3-0-0.47-0-3,235.77,,0
3,dpmc,2.2,0,36,0.89,70,0,70-2.2-3-0-0.89-0-42,0.05,,0
3,c2d,2.2,0,37,0.81,70,,70-2.2-3-0-0.81-0-83,209.43,,0
3,c2d,2.2,0,35,0.63,70,0.0,70-2.2-3-0-0.63-0-77,70.96000000000001,,0
3,c2d,2.2,0,38,0.6,70,0.0,70-2.2-3-0-0.6-0-41,81.58,,0
3,d4,2.2,0,37,0.15,70,,70-2.2-3-0-0.15-0-86,416.4,,0
3,dpmc,2.2,0,37,0.59,70,0,70-2.2-3-0-0.59-0-77,0.13,,0
3,c2d,2.2,0,37,0.64,70,0.0,70-2.2-3-0-0.64-0-82,75.38,,0
3,d4,2.2,0,34,0.25,70,0.0,70-2.2-3-0-0.25-0-68,113.14,,0
3,dpmc,2.2,0,39,0.48,70,0,70-2.2-3-0-0.48-0-71,3.79,,0
3,dpmc,2.2,0,36,0.63,70,0,70-2.2-3-0-0.63-0-63,0.05,,0
3,d4,2.2,0,38,0.45,70,,70-2.2-3-0-0.45-0-9,445.93,,0
3,c2d,2.2,0,36,0.43,70,0.0,70-2.2-3-0-0.43-0-32,37.48,,0
3,minic2d,2.2,0,35,0.71,70,0.0,70-2.2-3-0-0.71-0-66,15.6,,0
3,minic2d,2.2,0,36,0.15,70,0.0,70-2.2-3-0-0.15-0-62,22.78,,0
3,d4,2.2,0,35,0.58,70,,70-2.2-3-0-0.58-0-72,353.03,,0
3,c2d,2.2,0,36,0.63,70,0.0,70-2.2-3-0-0.63-0-12,59.14,,0
3,cachet,2.2,0,37,0.74,70,0,70-2.2-3-0-0.74-0-98,6.38,,0
3,c2d,2.2,0,37,0.94,70,0.0,70-2.2-3-0-0.94-0-60,77.85,,0
3,d4,2.2,0,36,0.98,70,,70-2.2-3-0-0.98-0-57,295.02,,0
3,d4,2.2,0,36,0.22,70,6.346831e-13,70-2.2-3-0-0.22-0-51,79.89,,0
3,dpmc,2.2,0,38,0.65,70,0,70-2.2-3-0-0.65-0-11,0.12,,0
3,d4,2.2,0,34,0.78,70,0.0,70-2.2-3-0-0.78-0-88,91.63,,0
3,c2d,2.2,0,38,0.15,70,9.765378e-15,70-2.2-3-0-0.15-0-27,52.7,,0
3,c2d,2.2,0,35,0.15,70,2.333943e-14,70-2.2-3-0-0.15-0-57,26.46,,0
3,dpmc,2.2,0,35,0.42,70,0,70-2.2-3-0-0.42-0-93,0.84,,0
3,minic2d,2.2,0,39,0.48,70,0.0,70-2.2-3-0-0.48-0-24,21.01,,0
3,c2d,2.2,0,35,0.91,70,,70-2.2-3-0-0.91-0-91,369.96,,0
3,minic2d,2.2,0,35,0.09,70,0.0,70-2.2-3-0-0.09-0-77,29.65,,0
3,cachet,2.2,0,37,0.76,70,0,70-2.2-3-0-0.76-0-15,11.9,,0
3,cachet,2.2,0,34,0.97,70,0,70-2.2-3-0-0.97-0-90,5.4,,0
3,d4,2.2,0,36,1.0,70,0.0,70-2.2-3-0-1.0-0-45,107.92,1,0
3,dpmc,2.2,0,36,0.42,70,0,70-2.2-3-0-0.42-0-34,5.22,,0
3,d4,2.2,0,35,0.29,70,3.636921e-13,70-2.2-3-0-0.29-0-36,93.17,,0
3,dpmc,2.2,0,39,0.14,70,0,70-2.2-3-0-0.14-0-84,133.47,,0
3,dpmc,2.2,0,36,0.76,70,0,70-2.2-3-0-0.76-0-40,0.14,,0
3,d4,2.2,0,37,0.72,70,0.0,70-2.2-3-0-0.72-0-9,127.23,,0
3,d4,2.2,0,37,0.67,70,,70-2.2-3-0-0.67-0-75,397.08,,0
3,dpmc,2.2,0,38,0.82,70,0,70-2.2-3-0-0.82-0-46,0.06,,0
3,d4,2.2,0,34,0.1,70,0.0,70-2.2-3-0-0.1-0-28,46.07,,0
3,dpmc,2.2,0,33,0.93,70,0,70-2.2-3-0-0.93-0-83,0.04,,0
3,c2d,2.2,0,35,0.57,70,0.0,70-2.2-3-0-0.57-0-59,29.68,,0
3,c2d,2.2,0,36,0.88,70,0.0,70-2.2-3-0-0.88-0-28,32.6,,0
3,c2d,2.2,0,35,0.56,70,0.0,70-2.2-3-0-0.56-0-70,27.6,,0
3,d4,2.2,0,36,0.12,70,,70-2.2-3-0-0.12-0-74,443.75,,0
3,d4,2.2,0,33,0.29,70,4.420758e-16,70-2.2-3-0-0.29-0-2,35.18,,0
3,cachet,2.2,0,37,0.01,70,2.75473e-11,70-2.2-3-0-0.01-0-28,5.04,,0
3,d4,2.2,0,37,0.0,70,,70-2.2-3-0-0.0-0-50,354.57,,0
3,dpmc,2.2,0,37,0.23,70,0,70-2.2-3-0-0.23-0-40,4.86,,0
3,d4,2.2,0,38,0.1,70,,70-2.2-3-0-0.1-0-76,552.22,,0
3,dpmc,2.2,0,35,0.33,70,0,70-2.2-3-0-0.33-0-35,0.3,,0
3,cachet,2.2,0,36,0.45,70,0,70-2.2-3-0-0.45-0-10,3.31,,0
3,c2d,2.2,0,35,0.1,70,5.531877e-12,70-2.2-3-0-0.1-0-100,41.77,,0
3,cachet,2.2,0,36,0.99,70,0,70-2.2-3-0-0.99-0-10,13.91,,0
3,d4,2.2,0,38,0.77,70,,70-2.2-3-0-0.77-0-19,291.6,,0
3,cachet,2.2,0,36,0.73,70,0,70-2.2-3-0-0.73-0-53,3.11,,0
3,minic2d,2.2,0,34,0.22,70,0.0,70-2.2-3-0-0.22-0-26,17.82,,0
3,cachet,2.2,0,35,0.64,70,0,70-2.2-3-0-0.64-0-22,8.55,,0
3,dpmc,2.2,0,36,0.36,70,0,70-2.2-3-0-0.36-0-47,1.9,,0
3,d4,2.2,0,36,0.77,70,0.0,70-2.2-3-0-0.77-0-91,52.01,,0
3,c2d,2.2,0,32,0.29,70,0.0,70-2.2-3-0-0.29-0-94,24.08,,0
3,c2d,2.2,0,39,0.94,70,,70-2.2-3-0-0.94-0-13,102.03999999999999,,0
3,c2d,2.2,0,36,0.62,70,,70-2.2-3-0-0.62-0-73,166.96,,0
3,minic2d,2.2,0,36,0.74,70,0.0,70-2.2-3-0-0.74-0-52,31.28,,0
3,minic2d,2.2,0,34,0.95,70,0.0,70-2.2-3-0-0.95-0-77,7.79,,0
3,minic2d,2.2,0,38,0.98,70,0.0,70-2.2-3-0-0.98-0-5,38.52,,0
3,cachet,2.2,0,36,0.37,70,0,70-2.2-3-0-0.37-0-6,6.18,,0
3,cachet,2.2,0,35,0.77,70,0,70-2.2-3-0-0.77-0-71,5.65,,0
3,d4,2.2,0,35,0.85,70,0.0,70-2.2-3-0-0.85-0-58,82.32,,0
3,cachet,2.2,0,36,0.39,70,0,70-2.2-3-0-0.39-0-43,8.51,,0
3,cachet,2.2,0,35,0.19,70,3.42393e-09,70-2.2-3-0-0.19-0-76,6.37,,0
3,minic2d,2.2,0,38,0.61,70,0.0,70-2.2-3-0-0.61-0-19,25.89,,0
3,dpmc,2.2,0,33,0.63,70,0,70-2.2-3-0-0.63-0-9,1.2,,0
3,dpmc,2.2,0,35,0.75,70,0,70-2.2-3-0-0.75-0-30,0.06,,0
3,cachet,2.2,0,37,0.29,70,5.12203e-13,70-2.2-3-0-0.29-0-44,4.24,,0
3,cachet,2.2,0,35,0.75,70,0,70-2.2-3-0-0.75-0-77,12.8,,0
3,dpmc,2.2,0,36,0.75,70,0,70-2.2-3-0-0.75-0-93,0.16,,0
3,cachet,2.2,0,36,0.49,70,0,70-2.2-3-0-0.49-0-16,8.91,,0
3,dpmc,2.2,0,35,0.95,70,0,70-2.2-3-0-0.95-0-67,0.04,,0
3,d4,2.2,0,36,0.82,70,0.0,70-2.2-3-0-0.82-0-79,70.44,,0
3,cachet,2.2,0,36,0.56,70,0,70-2.2-3-0-0.56-0-53,8.96,,0
3,c2d,2.2,0,37,0.54,70,0.0,70-2.2-3-0-0.54-0-28,76.84,,0
3,c2d,2.2,0,36,0.2,70,0.0,70-2.2-3-0-0.2-0-95,69.33,,0
3,d4,2.2,0,35,0.84,70,0.0,70-2.2-3-0-0.84-0-30,42.65,,0
3,minic2d,2.2,0,34,0.91,70,0.0,70-2.2-3-0-0.91-0-7,10.93,,0
3,cachet,2.2,0,37,0.24,70,0,70-2.2-3-0-0.24-0-22,15.25,,0
3,c2d,2.2,0,36,1.0,70,0.0,70-2.2-3-0-1.0-0-45,38.29,1,0
3,minic2d,2.2,0,36,0.26,70,0.0,70-2.2-3-0-0.26-0-24,8.53,,0
3,dpmc,2.2,0,35,0.52,70,0,70-2.2-3-0-0.52-0-76,0.18,,0
3,cachet,2.2,0,37,0.59,70,0,70-2.2-3-0-0.59-0-57,19.46,,0
3,minic2d,2.2,0,35,0.39,70,0.0,70-2.2-3-0-0.39-0-74,40.09,,0
3,dpmc,2.2,0,38,0.22,70,0,70-2.2-3-0-0.22-0-87,10.72,,0
3,dpmc,2.2,0,36,0.29,70,0,70-2.2-3-0-0.29-0-64,23.85,,0
3,cachet,2.2,0,37,0.78,70,0,70-2.2-3-0-0.78-0-89,16.13,,0
3,cachet,2.2,0,35,0.78,70,0,70-2.2-3-0-0.78-0-7,9.61,,0
3,dpmc,2.2,0,37,0.94,70,0,70-2.2-3-0-0.94-0-30,0.04,,0
3,c2d,2.2,0,38,0.38,70,,70-2.2-3-0-0.38-0-63,190.67,,0
3,d4,2.2,0,37,0.59,70,,70-2.2-3-0-0.59-0-89,465.43,,0
3,dpmc,2.2,0,37,0.06,70,0,70-2.2-3-0-0.06-0-38,104.36,,0
3,c2d,2.2,0,35,0.01,70,8.268642e-12,70-2.2-3-0-0.01-0-43,31.47,,0
3,d4,2.2,0,37,0.67,70,,70-2.2-3-0-0.67-0-7,454.3,,0
3,dpmc,2.2,0,35,0.01,70,2.56687e-10,70-2.2-3-0-0.01-0-79,347.25,,0
3,minic2d,2.2,0,36,0.11,70,0.0,70-2.2-3-0-0.11-0-35,24.67,,0
