,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.0011310826867573355,0.0087906762204734],[1.081992394982416,1.1435744316365604]
d4 Poly. model,[3.53941430395459e-09,4.00690522355585e-06],[2.942202569141955,4.897102991891188]
