,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[6.411705228844773, 9.494495831053142],[578.5520895592812, 585.3374879237704]
dpmc Poly. Model,[6.438070190146201, 9.524373398006391],[598.8650329441109, 600.2657481916095]
