,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[0.009519105108935602,0.01171268414139124],[1.1181203812653706,1.1361011860370005]
dpmc Poly. model,[0.0014202750832501558,0.0016221669995234024],[1.3366107638580615,1.3884435745080737]
