,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.006382972620383857,0.010632717030373382],[1.2373391692806162,1.2689626546159014]
minic2d Poly. model,[2.6839788027305455e-07,1.3506295281623536e-06],[4.422125803536613,4.957381180414959]
