,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[273.69567666877555, 327.82219900069475],[8073.436987047987, 8842.741942762703]
minic2d Poly. Model,[275.58162502333477, 329.75245011286694],[9067.256820189043, 9694.23994710638]
