,221109,451076,681043,911010,1140977,1370944,1600911,1830878,2060845,2290812,2520779
# of instances,65.65523928337474,67.77088336047353,48.6505054590052,58.78231195231071,67.77060695827944,67.7701786372182,67.90561191440506,67.90574427437504,67.90571293951565,66.73103314597537,39.140919622955956
mean,17.989613994161196,57.1487327451824,151.3719914448198,301.3660016478325,479.65746410973236,692.1194260382149,958.5444784890044,1356.2554071796694,2157.045061505566,2836.5181971288694,3297.0580041802436
Q(0.1),[12.114929606144267, 12.114929606144267],[34.48368538303265, 34.48368538303265],[97.23278707779934, 97.23278707779934],[188.01607405110786, 188.01607405110786],[237.676682685536, 237.676682685536],[434.6658401717234, 434.6658401717234],[676.4445145358195, 676.4445145358195],[1356.2554071796694, 1356.2554071796694],[1648.9439664040142, 1648.9439664040142],[2197.519265514256, 2197.519265514256],[2745.0715450282064, 2745.0715450282064]
Q(0.25),[14.059690928130387, 14.059690928130387],[41.244259045321094, 41.244259045321094],[111.53904736685237, 111.53904736685237],[218.31820136945748, 218.31820136945748],[336.33519351179984, 336.33519351179984],[543.1755411208226, 543.1755411208226],[755.0842672464203, 755.0842672464203],[1356.2554071796694, 1356.2554071796694],[2117.677163608471, 2117.677163608471],[2574.1875157993295, 2574.1875157993295],[3022.964615725368, 3022.964615725368]
median,[16.89453498767502, 16.89453498767502],[54.75178651564221, 54.75178651564221],[135.67071534349776, 135.67071534349776],[305.46252924458054, 305.46252924458054],[509.0151321568401, 509.0151321568401],[704.4346602614366, 704.4346602614366],[990.1007641303304, 990.1007641303304],[1356.2554071796694, 1356.2554071796694],[2165.638840278525, 2165.638840278525],[2896.5906706653877, 2896.5906706653877],[3420.4290118464364, 3420.4290118464364]
Q(0.75),[20.532817129005164, 20.532817129005164],[68.99471854294724, 68.99471854294724],[177.9108189992524, 177.9108189992524],[374.8059825978187, 374.8059825978187],[632.3690085736603, 632.3690085736603],[879.7840597980953, 879.7840597980953],[1122.7277195684778, 1122.7277195684778],[1356.2554071796694, 1356.2554071796694],[2568.0004951750543, 2568.0004951750543],[3151.7715489860743, 3151.7715489860743],[3597.1147332117703, 3597.1147332117703]
Q(0.9),[26.51736106013565, 26.51736106013565],[87.84943333597687, 87.84943333597687],[208.6738682507966, 208.6738682507966],[425.1338660762783, 425.1338660762783],[661.2107545146241, 661.2107545146241],[986.6901787127545, 986.6901787127545],[1397.727524717929, 1397.727524717929],[1356.2554071796694, 1356.2554071796694],[2771.224533109986, 2771.224533109986],[3355.062932496517, 3355.062932496517],[3730.7286519960667, 3730.7286519960667]
