,Support Loss Confidence Interval,Challenge Loss Confidence Interval
Lingeling Exp. Model,[1027.3675627472749, 1559.9745197490859],[18269618.72169332, 110632457.59992674]
Lingeling Poly. Model,[1034.5144817295222, 1626.170858898081],[112450.19840320796, 166239.52924373775]
