,Confidence intervals of p0,Confidence intervals of p1
Lingeling Exp. model,[3.410004140842957,5.023060802460567],[1.0000047484953047,1.0000056162282747]
Lingeling Poly. model,[4.78795255122633e-13,3.2913704095983558e-09],[1.8087802980276138,2.4909518829792887]
