,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.07996724461043399,0.08001199470659776],[0.9999984081699318,1.0000114399040654]
d4 Poly. model,[0.07986282119048614,0.08002721776780067],[-7.073243887134595e-05,0.00047847122004895937]
