,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.01998031888883717,0.019990801432618065],[1.000013160188481,1.0000265617910762]
cachet Poly. model,[0.019925300031831353,0.0199634562199185],[0.0005117215132486308,0.0010343993235437665]
