,35,36,37,38,39,40,41,42,43,44,45,46,47,48
# of instances,18.0,42.0,138.0,266.0,406.0,481.0,568.0,596.0,653.0,723.0,637.0,378.0,158.0,32.0
mean,0.019999999999999993,0.02047619047619047,0.023188405797101404,0.023684210526315728,0.029630541871920914,0.024282744282744358,0.02757042253521138,0.027600671140939555,0.035941807044410495,0.05016597510373467,0.04295133437990583,0.04174603174603163,0.043037974683544304,0.04187499999999999
Q(0.1),[0.010222450520985683, 0.010222450520985683],[0.010472457441075628, 0.010472457441075628],[0.010528097897321988, 0.010528097897321988],[0.010874741273283596, 0.010874741273283596],[0.019915821779347188, 0.019915821779347188],[0.01993880471959702, 0.01993880471959702],[0.019948914401045036, 0.019948914401045036],[0.020018364267637808, 0.020018364267637808],[0.020069248184075954, 0.020069248184075954],[0.020127558820425516, 0.020127558820425516],[0.020144662997747916, 0.020144662997747916],[0.020235405393752955, 0.020235405393752955],[0.02035095527639667, 0.02035095527639667],[0.02060025437613355, 0.02060025437613355]
Q(0.25),[0.010266716973947999, 0.010266716973947999],[0.019914185133839524, 0.019914185133839524],[0.019930293467606674, 0.019930293467606674],[0.019981888244588405, 0.019981888244588405],[0.01999926631681362, 0.01999926631681362],[0.0200187313126229, 0.0200187313126229],[0.02002352967274611, 0.02002352967274611],[0.02006237441494302, 0.02006237441494302],[0.020101227697374408, 0.020101227697374408],[0.020171491680328724, 0.020171491680328724],[0.020189281439991255, 0.020189281439991255],[0.02028928325807509, 0.02028928325807509],[0.029852192088061964, 0.029852192088061964],[0.03000001566058215, 0.03000001566058215]
median,[0.019999999999999993, 0.019999999999999993],[0.019985713583796236, 0.019985713583796236],[0.020004546978809695, 0.020004546978809695],[0.020039536895869892, 0.020039536895869892],[0.02004853098913148, 0.02004853098913148],[0.020074925097247218, 0.020074925097247218],[0.02008471368358561, 0.02008471368358561],[0.020113727621928135, 0.020113727621928135],[0.02016090963228006, 0.02016090963228006],[0.029906310000605747, 0.029906310000605747],[0.029931392400632344, 0.029931392400632344],[0.030035297998554058, 0.030035297998554058],[0.030141710664947325, 0.030141710664947325],[0.030514683596605665, 0.030514683596605665]
Q(0.75),[0.019999999999999993, 0.019999999999999993],[0.020047790842439878, 0.020047790842439878],[0.020081820837851542, 0.020081820837851542],[0.020674751575254238, 0.020674751575254238],[0.029590804978979268, 0.029590804978979268],[0.029745476559301855, 0.029745476559301855],[0.029836967125194954, 0.029836967125194954],[0.02992536944643477, 0.02992536944643477],[0.03009409799597813, 0.03009409799597813],[0.0398364440550879, 0.0398364440550879],[0.039875270359142706, 0.039875270359142706],[0.040067488354373806, 0.040067488354373806],[0.0497940187196694, 0.0497940187196694],[0.04972897316096693, 0.04972897316096693]
Q(0.9),[0.029814503444226717, 0.029814503444226717],[0.029984476097169623, 0.029984476097169623],[0.0300348892018225, 0.0300348892018225],[0.02996638837439839, 0.02996638837439839],[0.029999987479445496, 0.029999987479445496],[0.0301213955020321, 0.0301213955020321],[0.03979868548966131, 0.03979868548966131],[0.04003744315213226, 0.04003744315213226],[0.04954329084155242, 0.04954329084155242],[0.059433080174732346, 0.059433080174732346],[0.05941257706122127, 0.05941257706122127],[0.06920942954801446, 0.06920942954801446],[0.06980735518209033, 0.06980735518209033],[0.069881424175066, 0.069881424175066]
