,10,11,12,13,14,15,16,17,18
# of instances,213.0,368.0,499.0,579.0,651.0,667.0,644.0,620.0,416.0
mean,0.2902347417840375,0.29288043478260906,0.2952304609218432,0.3017443868739214,0.31761904761904713,0.3433883058470765,0.3874534161490679,0.44891935483871026,0.5350480769230772
Q(0.1),[0.2508892646667204, 0.2508892646667204],[0.2603106869020143, 0.2603106869020143],[0.2700262431408454, 0.2700262431408454],[0.2709238714916955, 0.2709238714916955],[0.28080931882075105, 0.28080931882075105],[0.3006584741145222, 0.3006584741145222],[0.3304594931187344, 0.3304594931187344],[0.37026018415412465, 0.37026018415412465],[0.4201540939350447, 0.4201540939350447]
Q(0.25),[0.27017113354152644, 0.27017113354152644],[0.2701291171632945, 0.2701291171632945],[0.27998001536949146, 0.27998001536949146],[0.2899029224228336, 0.2899029224228336],[0.2999853835363364, 0.2999853835363364],[0.3200014998454414, 0.3200014998454414],[0.350168780627243, 0.350168780627243],[0.3998817460105832, 0.3998817460105832],[0.46010399766600535, 0.46010399766600535]
median,[0.2801435532437893, 0.2801435532437893],[0.2898083884789355, 0.2898083884789355],[0.2900042941985359, 0.2900042941985359],[0.3000019315454362, 0.3000019315454362],[0.31036141424742714, 0.31036141424742714],[0.33990820736695454, 0.33990820736695454],[0.38004306083624867, 0.38004306083624867],[0.43994215057429453, 0.43994215057429453],[0.5199898379800326, 0.5199898379800326]
Q(0.75),[0.30008370025393344, 0.30008370025393344],[0.30018722758592076, 0.30018722758592076],[0.30009744618539985, 0.30009744618539985],[0.31009424610056024, 0.31009424610056024],[0.3300019718513267, 0.3300019718513267],[0.3599513621029754, 0.3599513621029754],[0.4197201530710552, 0.4197201530710552],[0.4799896302424441, 0.4799896302424441],[0.5899193974258279, 0.5899193974258279]
Q(0.9),[0.3198300116258938, 0.3198300116258938],[0.32970029863347927, 0.32970029863347927],[0.31990581873857016, 0.31990581873857016],[0.32983619841274503, 0.32983619841274503],[0.3500075658834885, 0.3500075658834885],[0.380183931624881, 0.380183931624881],[0.44949512000249114, 0.44949512000249114],[0.5398856408585426, 0.5398856408585426],[0.6599963301090438, 0.6599963301090438]
