,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[17.651462803167526, 20.734242072653707],[187.41857183828685, 227.07502452793292]
minic2d Poly. Model,[17.671114092100137, 20.78112195937537],[191.09059585597012, 223.85128254719618]
