,36,37,38,39,40,41,42,43,44,45,46,47,48,49
# of instances,11.197762750222077,46.65920916740708,135.95938261293742,292.40964278123295,475.02352880131457,619.2148110628837,654.0323621700725,766.369025394134,951.1994972054845,1034.6744827516923,978.637992973135,725.7080414983864,365.0870968379238,100.63213090936529
mean,0.09847935515892914,0.09474777200810713,0.09100560931875634,0.09141966569325,0.09284623983630524,0.09359198383517864,0.09347048300567451,0.09504038772149315,0.10031059420994382,0.1055029244193939,0.11875071250678815,0.10670230445706963,0.1076578525152172,0.10318128185080155
Q(0.1),[0.0800910779821038, 0.0800910779821038],[0.08000626015144618, 0.08000626015144618],[0.0799387871298407, 0.0799387871298407],[0.07997316413896449, 0.07997316413896449],[0.08002184401738077, 0.08002184401738077],[0.08004779471411005, 0.08004779471411005],[0.08007435583100175, 0.08007435583100175],[0.08004890461089076, 0.08004890461089076],[0.08011012909680915, 0.08011012909680915],[0.080120431870359, 0.080120431870359],[0.08016362546133138, 0.08016362546133138],[0.08017318403904561, 0.08017318403904561],[0.08017083888819343, 0.08017083888819343],[0.08012353979248665, 0.08012353979248665]
Q(0.25),[0.08010929405681821, 0.08010929405681821],[0.0800619549619892, 0.0800619549619892],[0.08004036977369822, 0.08004036977369822],[0.08007886517404117, 0.08007886517404117],[0.08009321878985531, 0.08009321878985531],[0.08010104350819347, 0.08010104350819347],[0.080125728920585, 0.080125728920585],[0.08011784037563885, 0.08011784037563885],[0.08015982603089356, 0.08015982603089356],[0.08016633147378549, 0.08016633147378549],[0.08021807741231868, 0.08021807741231868],[0.08023690154321095, 0.08023690154321095],[0.08022356130763342, 0.08022356130763342],[0.08014823639508606, 0.08014823639508606]
median,[0.08178405297297786, 0.08178405297297786],[0.0801201681314776, 0.0801201681314776],[0.08012200968439487, 0.08012200968439487],[0.08017877295922737, 0.08017877295922737],[0.08017440502760564, 0.08017440502760564],[0.08017956801082882, 0.08017956801082882],[0.08981353383443036, 0.08981353383443036],[0.08966287647067617, 0.08966287647067617],[0.08990542053238215, 0.08990542053238215],[0.08991778951279805, 0.08991778951279805],[0.09002415160466981, 0.09002415160466981],[0.09005111284158929, 0.09005111284158929],[0.090039334942702, 0.090039334942702],[0.08984894774007302, 0.08984894774007302]
Q(0.75),[0.11005688979374639, 0.11005688979374639],[0.09388383956034119, 0.09388383956034119],[0.0898699041946287, 0.0898699041946287],[0.09141966569325, 0.09141966569325],[0.09928993813839782, 0.09928993813839782],[0.09967515044660047, 0.09967515044660047],[0.0996952331383909, 0.0996952331383909],[0.09975711196544523, 0.09975711196544523],[0.10000479784142868, 0.10000479784142868],[0.1045232947355208, 0.1045232947355208],[0.10983927324755172, 0.10983927324755172],[0.10983423296271155, 0.10983423296271155],[0.10990264314222031, 0.10990264314222031],[0.09995522366826037, 0.09995522366826037]
Q(0.9),[0.12970147898801088, 0.12970147898801088],[0.12025825159249948, 0.12025825159249948],[0.09948046392593568, 0.09948046392593568],[0.10982233622928206, 0.10982233622928206],[0.11915401216722898, 0.11915401216722898],[0.11494026377656752, 0.11494026377656752],[0.10984920634837181, 0.10984920634837181],[0.11797269282601519, 0.11797269282601519],[0.12931996041366745, 0.12931996041366745],[0.12991184158756752, 0.12991184158756752],[0.1397628726851039, 0.1397628726851039],[0.1401286931032395, 0.1401286931032395],[0.15480474059683047, 0.15480474059683047],[0.16935965847773105, 0.16935965847773105]
