,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[9.961015796325412, 12.562919882268538],[44.21235877991651, 47.41310733731827]
d4 Poly. Model,[9.960976238529046, 12.556092255663646],[39.18508269324617, 42.16948429503743]
