,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.02786331780449275,0.0800637230726851],[0.9999851874671737,1.0282726357627265]
d4 Poly. model,[0.0011525670353338211,0.07997863433346805],[0.00013968169514555484,1.1656646135465962]
