,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.008114365284522342,0.01400124839066934],[1.3193168002933475,1.364903918126398]
c2d Poly. model,[1.031368826401885e-06,5.416204519282465e-06],[4.440307528239373,5.033949807977706]
