,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[365.84475152069365, 406.70031599158233],[12626.396413976448, 14611.301747830843]
c2d Poly. Model,[368.9890833404468, 409.83271412226406],[15543.529316337923, 16989.508693779397]
