,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.002434959252862459,0.0070526188821247796],[1.264568902194653,1.3287910008523025]
cachet Poly. model,[1.1827809606619641e-08,2.757340232440641e-07],[4.964321262317316,5.98885100248485]
