,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[515.159809165438, 575.4063722846395],[3582.960300857736, 4075.714074061458]
cachet Poly. Model,[515.5882953897091, 575.5813310900442],[3978.3755965873434, 4802.107271297384]
