,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[1352.292295338048, 1518.4236785839464],[22525.564482402144, 24577.55942435706]
d4 Poly. Model,[1353.9476399977057, 1520.4871346583184],[24389.529271561205, 28481.485992126625]
