,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.0029796348590094236,0.00676725512315318],[1.4449149956879281,1.5170951308760716]
d4 Poly. model,[1.5474961630416707e-08,1.664548087428316e-07],[5.954206949009688,6.80638561272508]
