,14,15,16,17,18,19,20,21,22,23,24,25
# of instances,122.0,201.0,365.0,441.0,508.0,557.0,520.0,588.0,621.0,544.0,344.0,149.0
mean,1.3290983606557376,1.807512437810944,2.771726027397259,4.230680272108844,6.256141732283466,9.052872531418313,13.475788461538457,21.02527210884354,32.46713365539451,43.59463235294119,65.05805232558141,76.9080536912751
Q(0.1),[0.6403348204656719, 0.6403348204656719],[0.7799824481690836, 0.7799824481690836],[1.1905277121276054, 1.1905277121276054],[1.6400198736502636, 1.6400198736502636],[2.560338095364862, 2.560338095364862],[3.9221912596298596, 3.9221912596298596],[5.099990124092434, 5.099990124092434],[8.639457634495853, 8.639457634495853],[13.56050028168175, 13.56050028168175],[18.570335576000044, 18.570335576000044],[27.900333875459424, 27.900333875459424],[38.828023892303946, 38.828023892303946]
Q(0.25),[0.8503912914791011, 0.8503912914791011],[1.0999570818600335, 1.0999570818600335],[1.6400280057452423, 1.6400280057452423],[2.4200158442187827, 2.4200158442187827],[3.59986736195661, 3.59986736195661],[5.309943394979895, 5.309943394979895],[7.809978829746321, 7.809978829746321],[12.50986957426426, 12.50986957426426],[18.390001418760512, 18.390001418760512],[25.569885884879756, 25.569885884879756],[38.99986722965531, 38.99986722965531],[53.03000011951192, 53.03000011951192]
median,[1.170005530605113, 1.170005530605113],[1.5206874529988152, 1.5206874529988152],[2.3900028111298672, 2.3900028111298672],[3.5399643225709005, 3.5399643225709005],[5.239595280444359, 5.239595280444359],[7.750008146595547, 7.750008146595547],[11.749621288859764, 11.749621288859764],[17.679465004178347, 17.679465004178347],[27.519838977570362, 27.519838977570362],[36.78902595130829, 36.78902595130829],[56.79972703784719, 56.79972703784719],[70.29000001010849, 70.29000001010849]
Q(0.75),[1.6496216667374812, 1.6496216667374812],[2.149993904815272, 2.149993904815272],[3.440059533856328, 3.440059533856328],[5.359992638048163, 5.359992638048163],[7.8301850490121065, 7.8301850490121065],[10.869992778293241, 10.869992778293241],[16.510130793484183, 16.510130793484183],[26.12005889963264, 26.12005889963264],[39.83999563398212, 39.83999563398212],[51.850578243715304, 51.850578243715304],[81.1001331994584, 81.1001331994584],[93.61999900024811, 93.61999900024811]
Q(0.9),[2.089999910937911, 2.089999910937911],[2.95999665591924, 2.95999665591924],[4.979549066393476, 4.979549066393476],[7.569999274050129, 7.569999274050129],[11.27058858704924, 11.27058858704924],[15.419721143905049, 15.419721143905049],[23.460087540706095, 23.460087540706095],[36.84934165941831, 36.84934165941831],[56.08999990681595, 56.08999990681595],[80.9796666243052, 80.9796666243052],[114.68966663440536, 114.68966663440536],[126.35235636804222, 126.35235636804222]
