,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.002216479078252999,0.009329151347975807],[1.2115176166209098,1.2692053750956487]
c2d Poly. model,[3.927039680100419e-11,6.680665623943389e-09],[5.848957715699953,7.353034641868362]
