,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[2503.51836279164, 2866.0865134903374],[14977.552348420415, 16474.017330815204]
c2d Poly. Model,[2503.1739417550198, 2867.357714504845],[15897.977541235743, 17738.48159320341]
