,18,19,20,21,22,23,24,25,26,27,28,29
# of instances,107.0,199.0,274.0,396.0,432.0,464.0,511.0,566.0,573.0,558.0,416.0,195.0
mean,1.779065420560748,2.22105527638191,3.155839416058394,4.643964646464647,6.973125,9.599353448275874,14.572309197651652,22.238021201413414,31.58050610820247,46.254784946236555,58.968341346153935,73.04307692307687
Q(0.1),[1.0106969583893215, 1.0106969583893215],[1.1007597291171485, 1.1007597291171485],[1.5603499624065948, 1.5603499624065948],[2.15033522965622, 2.15033522965622],[2.910558610467938, 2.910558610467938],[4.540372447428443, 4.540372447428443],[6.530014518330796, 6.530014518330796],[10.230578317607183, 10.230578317607183],[14.170223063011788, 14.170223063011788],[22.68178874327194, 22.68178874327194],[32.490558657694784, 32.490558657694784],[41.840444461264106, 41.840444461264106]
Q(0.25),[1.249751546385739, 1.249751546385739],[1.5197973807585945, 1.5197973807585945],[1.920182705632129, 1.920182705632129],[2.7799188121651786, 2.7799188121651786],[4.219834313652589, 4.219834313652589],[5.889922755235485, 5.889922755235485],[8.859576238890627, 8.859576238890627],[13.6501436261612, 13.6501436261612],[20.230000565049316, 20.230000565049316],[30.110138006073512, 30.110138006073512],[42.74981601331256, 42.74981601331256],[55.15061495607908, 55.15061495607908]
median,[1.5899214054267177, 1.5899214054267177],[1.960042775567565, 1.960042775567565],[2.8998167798550147, 2.8998167798550147],[4.039558459174018, 4.039558459174018],[6.03979012966911, 6.03979012966911],[8.259802510843546, 8.259802510843546],[13.349897552284817, 13.349897552284817],[19.23944199351129, 19.23944199351129],[28.830202444736877, 28.830202444736877],[41.48906679954356, 41.48906679954356],[58.199728143561785, 58.199728143561785],[71.07000056536987, 71.07000056536987]
Q(0.75),[2.0404132293329744, 2.0404132293329744],[2.680558572760557, 2.680558572760557],[4.009861093274101, 4.009861093274101],[5.870114347979568, 5.870114347979568],[8.780117115531985, 8.780117115531985],[11.610122829933815, 11.610122829933815],[18.290253061392647, 18.290253061392647],[27.94986406249124, 27.94986406249124],[38.75999912889896, 38.75999912889896],[58.23986654148666, 58.23986654148666],[74.22013089940144, 74.22013089940144],[88.047946888913, 88.047946888913]
Q(0.9),[2.7797215173644076, 2.7797215173644076],[3.540378438756722, 3.540378438756722],[5.369887899313953, 5.369887899313953],[8.149107507511937, 8.149107507511937],[11.47944407713993, 11.47944407713993],[16.449330041855273, 16.449330041855273],[23.79999939551366, 23.79999939551366],[38.699428781950324, 38.699428781950324],[52.319773004566265, 52.319773004566265],[77.36032372470939, 77.36032372470939],[88.00944282540443, 88.00944282540443],[98.62955492183895, 98.62955492183895]
