,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[1186.5196723876759, 1331.1318387985316],[20262.072084779436, 22331.620976987906]
c2d Poly. Model,[1189.1602622120727, 1335.478818529629],[23556.581184119514, 29728.237126071468]
