,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.0015365386086584496,0.004194758702410794],[1.3882411059938564,1.4587007581091238]
c2d Poly. model,[3.350731356364854e-10,7.861274328208808e-09],[6.599222859002907,7.650714833184679]
