,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[5.609554498750848e-05,0.0015701021823950503],[1.219368236509658,1.3254559853135346]
dpmc Poly. model,[6.886854495608841e-18,1.8937017750136058e-12],[7.718193850520947,11.11949248946621]
