,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[4053.896505900259, 4938.640911621219],[28591.89711624537, 29497.14167821979]
dpmc Poly. Model,[4054.3729972464794, 4938.528726406827],[29000.735420797366, 30133.98175769157]
